B-V,log.Teff [K],Absolute Mag,Mass[solMass],Vmag,Plx,logL,Age [yr],Distance,Predicted_SpT
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,K
,,,,,,,,,K
,,,,,,,,,K
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,O
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,G
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,F
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,M
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,F
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,F
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,F
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,G
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,F
,,,,,,,,,F
,,,,,,,,,K
,,,,,,,,,G
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,G
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,G
,,,,,,,,,B
,,,,,,,,,F
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,F
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,G
,,,,,,,,,B
,,,,,,,,,F
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,F
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,G
,,,,,,,,,F
,,,,,,,,,B
,,,,,,,,,A
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,G
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,G
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,G
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,F
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,G
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,G
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,F
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,K
,,,,,,,,,K
,,,,,,,,,G
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,G
,,,,,,,,,F
,,,,,,,,,G
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,G
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,G
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,K
,,,,,,,,,K
,,,,,,,,,K
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,G
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,G
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,G
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,K
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,G
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,G
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,G
,,,,,,,,,F
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,K
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
,,,,,,,,,B
