logT,Absolute Mag,B-V,Predicted_SpT
3.784,3.88,0.61,G
3.784,3.88,0.61,G
3.789,4.0,0.59,G
3.806,4.0,0.52,F
3.766,4.05,0.69,G
3.803,4.13,0.53,F
3.822,4.21,0.47,F
3.816,4.36,0.49,G
3.813,4.39,0.5,G
3.793,4.52,0.57,G
3.768,4.56,0.68,G
3.764,4.59,0.7,G
3.78,5.18,0.63,G
4.3,-1.53,-0.14,B
4.3,-1.53,-0.14,B
4.3,-1.07,-0.14,B
4.3,-1.07,-0.14,B
4.267,-0.89,-0.12,B
4.267,-0.89,-0.12,B
4.133,-0.5,-0.03,B
4.133,-0.5,-0.03,B
4.133,-0.5,-0.03,B
4.133,-0.5,-0.03,B
4.212,-0.3,-0.08,B
4.212,-0.3,-0.08,B
4.283,-0.04,-0.13,B
4.238,0.02,-0.1,B
4.238,0.02,-0.1,B
4.238,0.08,-0.1,B
4.238,0.08,-0.1,B
3.927,0.19,0.21,A
3.927,0.19,0.21,A
4.183,0.21,-0.06,B
4.183,0.21,-0.06,B
4.0,0.29,0.08,A
4.0,0.29,0.08,A
3.956,0.88,0.15,A
3.956,0.88,0.15,A
4.183,0.88,-0.06,B
4.075,0.95,0.01,A
4.075,0.95,0.01,A
3.963,0.98,0.14,A
3.963,0.98,0.14,A
4.062,1.03,0.02,A
4.062,1.03,0.02,A
4.15,1.03,-0.04,B
4.183,1.06,-0.06,B
4.01,1.14,0.07,A
4.01,1.14,0.07,A
4.01,1.14,0.07,A
4.01,1.14,0.07,A
4.133,1.23,-0.03,A
3.865,1.36,0.36,F
3.865,1.36,0.36,F
3.927,1.5,0.21,A
3.927,1.5,0.21,A
4.03,1.64,0.05,A
4.03,1.64,0.05,A
4.03,1.75,0.05,A
4.03,1.75,0.05,A
4.075,1.77,0.01,A
3.786,1.8,0.62,A
3.786,1.8,0.62,A
3.918,1.8,0.23,A
3.918,1.8,0.23,A
3.873,1.8,0.34,A
3.873,1.8,0.34,A
4.05,1.88,0.03,A
4.05,1.88,0.03,A
3.956,1.94,0.15,A
3.956,1.94,0.15,A
4.01,1.97,0.07,A
4.01,1.97,0.07,A
3.865,2.07,0.36,A
3.865,2.07,0.36,A
3.617,2.13,1.46,K
3.617,2.13,1.46,K
3.617,2.13,1.46,K
3.617,2.13,1.46,K
3.77,2.15,0.69,F
3.77,2.15,0.69,F
3.828,2.2,0.47,F
3.828,2.2,0.47,F
3.858,2.29,0.38,F
3.858,2.29,0.38,F
3.905,2.36,0.26,A
3.905,2.36,0.26,A
3.905,2.36,0.26,A
3.905,2.36,0.26,A
3.809,2.49,0.53,F
3.809,2.49,0.53,F
3.793,2.68,0.59,F
3.793,2.68,0.59,F
3.775,2.72,0.67,F
3.775,2.72,0.67,F
3.803,2.87,0.55,F
3.803,2.87,0.55,F
3.777,3.01,0.66,F
3.777,3.01,0.66,F
3.708,3.24,0.99,K
3.708,3.24,0.99,K
3.773,3.26,0.68,G
3.773,3.26,0.68,G
3.768,3.28,0.7,G
3.768,3.28,0.7,G
3.784,3.29,0.63,F
3.784,3.29,0.63,F
3.644,3.34,1.33,K
3.644,3.34,1.33,K
3.644,3.34,1.33,K
3.644,3.34,1.33,K
3.736,3.38,0.84,G
3.736,3.38,0.84,G
3.668,3.52,1.21,K
3.668,3.52,1.21,K
3.668,3.52,1.21,K
3.668,3.52,1.21,K
3.813,3.53,0.52,F
3.813,3.53,0.52,F
3.743,3.54,0.81,G
3.743,3.54,0.81,G
3.858,3.64,0.38,F
3.858,3.64,0.38,F
3.766,3.74,0.71,G
3.766,3.74,0.71,G
3.759,3.8,0.74,G
3.759,3.8,0.74,G
3.696,3.83,1.05,K
3.696,3.83,1.05,K
3.662,3.92,1.24,K
3.662,3.92,1.24,K
3.662,3.92,1.24,K
3.662,3.92,1.24,K
3.816,3.97,0.51,F
3.816,3.97,0.51,F
3.709,4.01,0.97,K
3.709,4.01,0.97,K
3.941,4.03,0.18,F
3.712,4.13,0.95,K
3.712,4.13,0.95,K
3.708,4.14,0.97,K
3.708,4.14,0.97,K
3.791,4.15,0.6,G
3.791,4.15,0.6,G
3.841,4.16,0.43,F
3.777,4.17,0.66,G
3.777,4.17,0.66,G
3.782,4.18,0.64,G
3.782,4.18,0.64,G
3.693,4.23,1.05,K
3.693,4.23,1.05,K
3.693,4.23,1.05,K
3.693,4.23,1.05,K
3.736,4.24,0.84,G
3.736,4.24,0.84,G
3.757,4.25,0.75,G
3.757,4.25,0.75,G
3.638,4.26,1.36,K
3.638,4.26,1.36,K
3.638,4.26,1.36,K
3.638,4.26,1.36,K
3.752,4.27,0.77,G
3.752,4.27,0.77,G
3.743,4.29,0.81,G
3.743,4.29,0.81,G
3.34,4.3,1.88,K
3.78,4.38,0.65,G
3.78,4.38,0.65,G
3.741,4.44,0.82,G
3.741,4.44,0.82,G
3.684,4.44,1.1,K
3.684,4.44,1.1,K
3.684,4.44,1.1,K
3.684,4.44,1.1,K
3.648,4.44,1.31,K
3.648,4.44,1.31,K
3.648,4.44,1.31,K
3.648,4.44,1.31,K
3.674,4.47,1.16,K
3.674,4.47,1.16,K
3.674,4.47,1.16,K
3.674,4.47,1.16,K
3.773,4.48,0.68,G
3.773,4.48,0.68,G
3.69,4.48,1.06,K
3.69,4.48,1.06,K
3.69,4.48,1.06,K
3.69,4.48,1.06,K
3.768,4.52,0.7,G
3.768,4.52,0.7,G
3.665,4.54,1.22,K
3.665,4.54,1.22,K
3.665,4.54,1.22,K
3.665,4.54,1.22,K
3.761,4.6,0.73,G
3.761,4.6,0.73,G
3.695,4.62,1.03,K
3.695,4.62,1.03,K
3.695,4.62,1.03,K
3.695,4.62,1.03,K
3.743,4.65,0.81,G
3.743,4.65,0.81,G
3.77,4.69,0.69,G
3.77,4.69,0.69,G
3.734,4.74,0.85,G
3.734,4.74,0.85,G
3.661,4.75,1.24,K
3.661,4.75,1.24,K
3.661,4.75,1.24,K
3.661,4.75,1.24,K
3.685,4.77,1.08,K
3.685,4.77,1.08,K
3.685,4.77,1.08,K
3.685,4.77,1.08,K
3.718,4.79,0.92,K
3.718,4.79,0.92,K
3.698,4.79,1.01,K
3.698,4.79,1.01,K
3.698,4.79,1.01,K
3.698,4.79,1.01,K
3.633,4.83,1.38,K
3.633,4.83,1.38,K
3.633,4.83,1.38,K
3.633,4.83,1.38,K
3.825,4.84,0.48,G
3.757,4.87,0.75,G
3.757,4.87,0.75,G
3.752,4.91,0.77,G
3.752,4.91,0.77,G
3.789,4.97,0.61,G
3.777,4.99,0.66,G
3.777,4.99,0.66,G
3.768,5.04,0.7,G
3.768,5.04,0.7,G
3.757,5.04,0.75,G
3.757,5.04,0.75,G
3.68,5.08,1.1,K
3.68,5.08,1.1,K
3.68,5.08,1.1,K
3.68,5.08,1.1,K
3.7,5.14,1.0,K
3.7,5.14,1.0,K
3.7,5.14,1.0,K
3.7,5.14,1.0,K
3.678,5.14,1.11,K
3.678,5.14,1.11,K
3.678,5.14,1.11,K
3.678,5.14,1.11,K
3.791,5.24,0.6,G
3.649,5.26,1.29,K
3.649,5.26,1.29,K
3.649,5.26,1.29,K
3.649,5.26,1.29,K
3.654,5.35,1.25,K
3.654,5.35,1.25,K
3.654,5.35,1.25,K
3.654,5.35,1.25,K
3.693,5.38,1.03,K
3.693,5.38,1.03,K
3.693,5.38,1.03,K
3.693,5.38,1.03,K
3.652,5.39,1.26,K
3.652,5.39,1.26,K
3.652,5.39,1.26,K
3.652,5.39,1.26,K
3.847,5.41,0.41,G
3.651,5.41,1.27,K
3.651,5.41,1.27,K
3.651,5.41,1.27,K
3.651,5.41,1.27,K
3.705,5.42,0.98,K
3.705,5.42,0.98,K
3.705,5.42,0.98,K
3.705,5.42,0.98,K
3.695,5.42,1.02,K
3.695,5.42,1.02,K
3.695,5.42,1.02,K
3.695,5.42,1.02,K
3.328,5.43,1.89,K
3.698,5.46,1.01,K
3.698,5.46,1.01,K
3.698,5.46,1.01,K
3.698,5.46,1.01,K
3.663,5.51,1.18,K
3.663,5.51,1.18,K
3.663,5.51,1.18,K
3.663,5.51,1.18,K
3.759,5.55,0.74,K
3.677,5.57,1.1,K
3.677,5.57,1.1,K
3.677,5.57,1.1,K
3.677,5.57,1.1,K
3.664,5.59,1.17,K
3.664,5.59,1.17,K
3.664,5.59,1.17,K
3.664,5.59,1.17,K
3.752,5.63,0.77,K
3.686,5.65,1.06,K
3.686,5.65,1.06,K
3.686,5.65,1.06,K
3.686,5.65,1.06,K
3.711,5.68,0.95,K
3.711,5.68,0.95,K
3.68,5.68,1.09,K
3.68,5.68,1.09,K
3.68,5.68,1.09,K
3.68,5.68,1.09,K
3.8,5.81,0.56,K
3.61,5.89,1.49,K
3.798,5.91,0.57,K
3.637,5.91,1.34,K
3.637,5.91,1.34,K
3.637,5.91,1.34,K
3.637,5.91,1.34,K
3.725,5.94,0.89,K
3.7,5.94,1.0,K
3.7,5.94,1.0,K
3.7,5.94,1.0,K
3.7,5.94,1.0,K
3.775,5.96,0.67,K
3.923,5.97,0.22,G
3.662,5.98,1.17,K
3.662,5.98,1.17,K
3.662,5.98,1.17,K
3.662,5.98,1.17,K
3.68,6.0,1.09,K
3.68,6.0,1.09,K
3.68,6.0,1.09,K
3.68,6.0,1.09,K
3.666,6.01,1.15,K
3.666,6.01,1.15,K
3.666,6.01,1.15,K
3.666,6.01,1.15,K
3.585,6.02,1.59,K
3.666,6.03,1.15,K
3.666,6.03,1.15,K
3.666,6.03,1.15,K
3.666,6.03,1.15,K
3.677,6.11,1.1,K
3.677,6.11,1.1,K
3.677,6.11,1.1,K
3.677,6.11,1.1,K
3.682,6.19,1.08,K
3.682,6.19,1.08,K
3.682,6.19,1.08,K
3.682,6.19,1.08,K
3.816,6.93,0.51,K
4.075,-1.5,0.08,B
4.05,-0.93,0.1,B
4.087,-0.71,0.07,B
4.04,-0.48,0.11,A
4.075,-0.45,0.08,B
4.05,-0.35,0.1,A
4.02,-0.31,0.13,A
3.956,-0.27,0.22,A
4.0,-0.07,0.15,A
4.04,0.1,0.11,A
3.981,0.21,0.18,A
3.988,0.24,0.17,A
4.02,0.31,0.13,A
4.225,0.33,-0.02,B
4.087,0.39,0.07,A
4.04,0.42,0.11,A
3.981,0.45,0.18,A
3.969,0.46,0.2,A
4.0,0.47,0.15,A
3.969,0.48,0.2,A
3.988,0.48,0.17,A
3.975,0.5,0.19,A
4.25,0.56,-0.04,B
4.03,0.58,0.12,A
4.02,0.6,0.13,A
4.02,0.6,0.13,A
4.02,0.6,0.13,A
3.994,0.71,0.16,A
3.969,0.74,0.2,A
3.981,0.75,0.18,A
4.0,0.76,0.15,A
4.0,0.76,0.15,A
4.0,0.76,0.15,A
4.0,0.81,0.15,A
4.0,0.81,0.15,A
4.0,0.81,0.15,A
4.01,0.84,0.14,A
3.988,0.85,0.17,A
3.988,0.85,0.17,A
3.988,0.85,0.17,A
3.969,0.87,0.2,A
3.956,0.88,0.22,A
4.0,0.9,0.15,A
3.981,0.9,0.18,A
3.994,0.93,0.16,A
3.994,0.93,0.16,A
3.994,0.93,0.16,A
4.01,0.94,0.14,A
3.981,0.95,0.18,A
3.981,0.95,0.18,A
3.981,0.95,0.18,A
3.956,0.96,0.22,A
3.988,0.97,0.17,A
3.988,0.97,0.17,A
3.988,0.97,0.17,A
3.994,1.0,0.16,A
3.941,1.02,0.25,A
3.956,1.08,0.22,A
3.923,1.11,0.29,A
3.981,1.14,0.18,A
3.918,1.16,0.3,A
3.95,1.16,0.23,A
3.975,1.18,0.19,A
3.975,1.18,0.19,A
3.975,1.18,0.19,A
3.975,1.2,0.19,A
3.975,1.2,0.19,A
3.975,1.2,0.19,A
4.0,1.2,0.15,A
3.981,1.2,0.18,A
3.981,1.26,0.18,A
3.927,1.33,0.28,A
3.95,1.35,0.23,A
3.95,1.35,0.23,A
3.95,1.35,0.23,A
4.0,1.4,0.15,A
3.945,1.43,0.24,A
3.945,1.43,0.24,A
3.945,1.43,0.24,A
3.969,1.45,0.2,A
3.945,1.49,0.24,A
3.945,1.49,0.24,A
3.945,1.49,0.24,A
3.994,1.49,0.16,A
3.956,1.51,0.22,A
3.927,1.53,0.28,A
3.994,1.54,0.16,A
3.95,1.58,0.23,A
3.914,1.59,0.31,A
3.981,1.59,0.18,A
3.969,1.65,0.2,A
3.981,1.65,0.18,A
3.95,1.68,0.23,A
3.927,1.68,0.28,A
3.927,1.68,0.28,A
3.927,1.68,0.28,A
3.932,1.73,0.27,A
3.932,1.73,0.27,A
3.932,1.73,0.27,A
3.941,1.74,0.25,A
3.981,1.74,0.18,A
3.975,1.75,0.19,A
3.945,1.76,0.24,A
3.896,1.78,0.35,A
3.914,1.84,0.31,A
3.914,1.84,0.31,A
3.914,1.84,0.31,A
3.936,1.84,0.26,A
3.941,1.85,0.25,A
3.923,1.86,0.29,A
3.923,1.86,0.29,A
3.923,1.86,0.29,A
3.95,1.88,0.23,A
3.941,1.91,0.25,A
3.927,1.93,0.28,A
3.909,1.94,0.32,A
3.909,1.94,0.32,A
3.909,1.94,0.32,A
3.945,1.95,0.24,A
3.927,1.96,0.28,A
3.95,2.02,0.23,A
3.932,2.02,0.27,A
3.932,2.03,0.27,A
3.932,2.04,0.27,A
3.941,2.08,0.25,A
3.885,2.09,0.38,F
3.909,2.1,0.32,A
3.932,2.11,0.27,A
3.9,2.16,0.34,A
3.9,2.16,0.34,A
3.9,2.16,0.34,A
3.969,2.17,0.2,A
3.923,2.2,0.29,A
3.95,2.23,0.23,A
3.963,2.24,0.21,A
3.918,2.27,0.3,A
3.936,2.28,0.26,A
3.945,2.28,0.24,A
3.923,2.31,0.29,A
3.927,2.31,0.28,A
3.877,2.31,0.4,F
3.936,2.34,0.26,A
3.941,2.36,0.25,A
3.865,2.36,0.43,F
3.888,2.37,0.37,F
3.888,2.37,0.37,F
3.888,2.37,0.37,F
3.927,2.37,0.28,A
3.858,2.37,0.45,F
3.885,2.39,0.38,F
3.885,2.39,0.38,F
3.885,2.39,0.38,F
3.918,2.39,0.3,A
3.909,2.39,0.32,F
3.923,2.44,0.29,A
3.936,2.45,0.26,A
3.927,2.47,0.28,A
3.918,2.47,0.3,F
3.909,2.47,0.32,F
3.881,2.49,0.39,F
3.881,2.49,0.39,F
3.881,2.49,0.39,F
3.941,2.5,0.25,A
3.927,2.51,0.28,A
3.918,2.51,0.3,F
3.927,2.52,0.28,A
3.914,2.55,0.31,F
3.888,2.55,0.37,F
3.914,2.55,0.31,F
3.909,2.57,0.32,F
3.844,2.58,0.49,F
3.905,2.58,0.33,F
3.881,2.62,0.39,F
3.896,2.63,0.35,F
3.905,2.64,0.33,F
3.909,2.65,0.32,F
3.927,2.67,0.28,F
3.909,2.68,0.32,F
3.885,2.69,0.38,F
3.909,2.71,0.32,F
3.854,2.73,0.46,F
3.854,2.73,0.46,F
3.854,2.73,0.46,F
3.909,2.74,0.32,F
3.896,2.76,0.35,F
3.885,2.77,0.38,F
3.888,2.78,0.37,F
3.9,2.8,0.34,F
3.896,2.81,0.35,F
3.896,2.83,0.35,F
3.923,2.85,0.29,F
3.914,2.85,0.31,F
3.718,2.87,1.02,K
3.918,2.89,0.3,F
3.881,2.92,0.39,F
3.873,2.93,0.41,F
3.888,2.95,0.37,F
3.888,2.96,0.37,F
3.905,2.98,0.33,F
3.885,3.03,0.38,F
3.847,3.04,0.48,F
3.885,3.05,0.38,F
3.837,3.06,0.51,F
3.837,3.06,0.51,F
3.837,3.06,0.51,F
3.892,3.07,0.36,F
3.837,3.08,0.51,F
3.837,3.08,0.51,F
3.837,3.08,0.51,F
3.892,3.09,0.36,F
3.85,3.1,0.47,F
3.892,3.1,0.36,F
3.881,3.11,0.39,F
3.865,3.14,0.43,F
3.9,3.15,0.34,F
3.862,3.15,0.44,F
3.784,3.15,0.7,G
3.831,3.17,0.53,F
3.831,3.17,0.53,F
3.831,3.17,0.53,F
3.873,3.18,0.41,F
3.72,3.19,1.0,K
3.869,3.2,0.42,F
3.862,3.25,0.44,F
3.873,3.26,0.41,F
3.791,3.26,0.67,G
3.865,3.27,0.43,F
3.869,3.27,0.42,F
3.844,3.27,0.49,F
3.819,3.27,0.57,F
3.819,3.27,0.57,F
3.819,3.27,0.57,F
3.831,3.33,0.53,F
3.831,3.33,0.53,F
3.831,3.33,0.53,F
3.892,3.35,0.36,F
3.8,3.35,0.63,F
3.869,3.36,0.42,F
3.869,3.36,0.42,F
3.841,3.37,0.5,F
3.927,3.37,0.28,F
3.869,3.38,0.42,F
3.885,3.4,0.38,F
3.854,3.42,0.46,F
3.822,3.44,0.56,F
3.822,3.44,0.56,F
3.822,3.44,0.56,F
3.85,3.47,0.47,F
3.865,3.47,0.43,F
3.858,3.48,0.45,F
3.865,3.48,0.43,F
3.834,3.49,0.52,F
3.877,3.49,0.4,F
3.822,3.5,0.56,F
3.822,3.5,0.56,F
3.822,3.5,0.56,F
3.819,3.5,0.57,F
3.819,3.5,0.57,F
3.819,3.5,0.57,F
3.8,3.51,0.63,F
3.798,3.56,0.64,G
3.862,3.56,0.44,F
3.881,3.57,0.39,F
3.896,3.6,0.35,F
3.85,3.6,0.47,F
3.873,3.6,0.41,F
3.844,3.62,0.49,F
3.828,3.62,0.54,F
3.881,3.63,0.39,F
3.847,3.68,0.48,F
3.828,3.68,0.54,F
3.834,3.69,0.52,F
3.834,3.69,0.52,F
3.854,3.69,0.46,F
3.9,3.7,0.34,F
3.847,3.71,0.48,F
3.862,3.72,0.44,F
3.85,3.73,0.47,F
3.896,3.73,0.35,F
3.885,3.74,0.38,F
3.877,3.74,0.4,F
3.923,3.74,0.29,F
3.841,3.78,0.5,F
3.828,3.78,0.54,F
3.816,3.78,0.58,F
3.854,3.78,0.46,F
3.806,3.78,0.61,G
3.806,3.78,0.61,G
3.806,3.78,0.61,G
3.831,3.8,0.53,F
3.822,3.8,0.56,F
3.828,3.81,0.54,F
3.831,3.81,0.53,F
3.877,3.84,0.4,F
3.858,3.84,0.45,F
3.809,3.85,0.6,F
3.813,3.87,0.59,F
3.813,3.87,0.59,F
3.834,3.88,0.52,F
3.813,3.9,0.59,F
3.819,3.9,0.57,F
3.854,3.9,0.46,F
3.809,3.91,0.6,G
3.892,3.93,0.36,F
3.847,3.93,0.48,F
3.865,3.93,0.43,F
3.885,3.93,0.38,F
3.841,3.95,0.5,F
3.85,3.97,0.47,F
3.813,3.98,0.59,F
3.813,3.99,0.59,F
3.809,4.03,0.6,G
3.806,4.08,0.61,G
3.813,4.08,0.59,G
3.828,4.09,0.54,F
3.806,4.11,0.61,G
3.793,4.12,0.66,G
3.822,4.12,0.56,F
3.777,4.14,0.73,G
3.777,4.14,0.73,G
3.777,4.14,0.73,G
3.813,4.14,0.59,G
3.892,4.15,0.36,F
3.809,4.15,0.6,G
3.798,4.16,0.64,G
3.881,4.16,0.39,F
3.828,4.17,0.54,F
3.806,4.21,0.61,G
3.862,4.21,0.44,F
3.806,4.22,0.61,G
3.813,4.23,0.59,G
3.789,4.24,0.68,G
3.837,4.26,0.51,F
3.837,4.27,0.51,F
3.822,4.27,0.56,G
3.806,4.28,0.61,G
3.819,4.29,0.57,G
3.844,4.29,0.49,F
3.759,4.29,0.81,G
3.793,4.31,0.66,G
3.828,4.32,0.54,G
3.793,4.32,0.66,G
3.914,4.33,0.31,G
3.819,4.34,0.57,G
3.822,4.34,0.56,G
3.825,4.36,0.55,G
3.793,4.39,0.66,G
3.881,4.39,0.39,G
3.869,4.39,0.42,G
3.816,4.4,0.58,G
3.885,4.41,0.38,G
3.793,4.41,0.66,G
3.847,4.42,0.48,G
3.841,4.42,0.5,G
3.825,4.43,0.55,G
3.825,4.44,0.55,G
3.761,4.45,0.8,G
3.828,4.46,0.54,G
3.798,4.47,0.64,G
3.825,4.47,0.55,G
3.896,4.48,0.35,G
3.85,4.5,0.47,G
3.825,4.5,0.55,G
3.803,4.5,0.62,G
3.773,4.51,0.75,G
3.816,4.51,0.58,G
3.816,4.51,0.58,G
3.793,4.52,0.66,G
3.841,4.53,0.5,G
3.795,4.57,0.65,G
3.752,4.57,0.84,G
3.789,4.57,0.68,G
3.837,4.58,0.51,G
3.761,4.58,0.8,G
3.761,4.58,0.8,G
3.761,4.58,0.8,G
3.896,4.59,0.35,G
3.803,4.6,0.62,G
3.837,4.61,0.51,G
3.816,4.61,0.58,G
3.809,4.62,0.6,G
3.809,4.62,0.6,G
3.784,4.63,0.7,G
3.813,4.63,0.59,G
3.793,4.66,0.66,G
3.757,4.66,0.82,G
3.757,4.66,0.82,G
3.757,4.66,0.82,G
3.789,4.67,0.68,G
3.881,4.69,0.39,G
3.793,4.71,0.66,G
3.806,4.72,0.61,G
3.816,4.74,0.58,G
3.905,4.74,0.33,G
3.828,4.76,0.54,G
3.854,4.79,0.46,G
3.841,4.8,0.5,G
3.795,4.81,0.65,G
3.798,4.81,0.64,G
3.803,4.82,0.62,G
3.854,4.85,0.46,G
3.786,4.87,0.69,G
3.795,4.88,0.65,G
3.858,4.91,0.45,G
3.806,4.92,0.61,G
3.782,4.92,0.71,G
3.847,4.95,0.48,G
3.8,5.03,0.63,G
3.806,5.03,0.61,G
3.798,5.09,0.64,G
3.8,5.1,0.63,G
3.8,5.1,0.63,G
3.813,5.16,0.59,G
3.835,-0.56,0.63,G
3.835,-0.56,0.63,G
3.642,-0.5,1.6,K
3.642,-0.5,1.6,K
3.642,-0.5,1.6,K
3.642,-0.5,1.6,K
3.642,-0.5,1.6,K
3.642,-0.5,1.6,K
3.666,-0.31,1.46,K
3.666,-0.31,1.46,K
3.666,-0.31,1.46,K
3.666,-0.31,1.46,K
3.666,-0.31,1.46,K
3.666,-0.31,1.46,K
3.666,-0.14,1.44,K
3.666,-0.14,1.44,K
3.666,-0.14,1.44,K
3.666,-0.14,1.44,K
3.666,-0.14,1.44,K
3.666,-0.14,1.44,K
3.711,-0.12,1.21,G
3.711,-0.12,1.21,G
3.711,-0.12,1.21,G
3.711,-0.12,1.21,G
3.711,-0.12,1.21,G
3.711,-0.12,1.21,G
3.905,0.27,0.47,A
3.905,0.27,0.47,A
3.905,0.27,0.47,A
3.719,0.42,1.16,K
3.719,0.42,1.16,K
3.719,0.42,1.16,K
3.719,0.42,1.16,K
3.719,0.42,1.16,K
3.719,0.42,1.16,K
3.787,0.64,0.83,G
3.787,0.64,0.83,G
3.761,0.67,0.95,G
3.761,0.67,0.95,G
3.738,0.69,1.06,K
3.738,0.69,1.06,K
3.729,0.7,1.11,K
3.729,0.7,1.11,K
3.712,0.89,1.2,K
3.712,0.89,1.2,K
3.975,0.92,0.33,A
3.975,0.92,0.33,A
3.918,0.96,0.44,A
3.918,0.96,0.44,A
3.918,0.96,0.44,A
3.932,1.02,0.41,A
3.932,1.02,0.41,A
3.932,1.02,0.41,A
3.918,1.17,0.44,F
3.918,1.17,0.44,F
3.918,1.17,0.44,F
3.981,1.18,0.32,A
3.994,1.21,0.3,A
3.994,1.21,0.3,A
3.994,1.21,0.3,A
3.994,1.21,0.3,A
3.994,1.21,0.3,A
3.994,1.21,0.3,A
3.994,1.21,0.3,A
3.994,1.21,0.3,A
3.994,1.21,0.3,A
3.945,1.22,0.38,A
3.945,1.22,0.38,A
3.945,1.22,0.38,A
3.936,1.31,0.4,F
3.936,1.31,0.4,F
4.02,1.32,0.27,A
4.02,1.32,0.27,A
3.981,1.33,0.32,A
3.936,1.33,0.4,F
3.981,1.33,0.32,A
3.981,1.33,0.32,A
3.936,1.33,0.4,F
3.936,1.33,0.4,F
3.923,1.43,0.43,F
3.923,1.43,0.43,F
3.923,1.43,0.43,F
4.03,1.46,0.26,A
4.03,1.46,0.26,A
3.981,1.46,0.32,A
3.981,1.46,0.32,A
3.981,1.46,0.32,A
4.03,1.46,0.26,A
3.981,1.46,0.32,A
3.981,1.46,0.32,A
3.981,1.46,0.32,A
4.05,1.48,0.24,A
4.05,1.48,0.24,A
4.05,1.48,0.24,A
3.975,1.5,0.33,A
3.975,1.5,0.33,A
3.975,1.5,0.33,A
3.975,1.5,0.33,A
3.975,1.5,0.33,A
3.975,1.5,0.33,A
3.975,1.5,0.33,A
3.975,1.5,0.33,A
3.975,1.5,0.33,A
3.95,1.52,0.37,F
3.95,1.52,0.37,F
3.95,1.52,0.37,F
4.02,1.53,0.27,A
4.02,1.53,0.27,A
3.923,1.61,0.43,F
3.923,1.61,0.43,F
3.923,1.61,0.43,F
3.945,1.61,0.38,F
3.945,1.61,0.38,F
4.01,1.65,0.28,A
4.01,1.65,0.28,A
4.01,1.65,0.28,A
3.994,1.67,0.3,A
3.994,1.67,0.3,A
3.994,1.67,0.3,A
4.04,1.81,0.25,A
4.04,1.81,0.25,A
4.04,1.81,0.25,A
3.981,1.84,0.32,A
3.981,1.84,0.32,A
3.981,1.84,0.32,A
4.0,1.85,0.29,A
4.0,1.85,0.29,A
4.0,1.85,0.29,A
3.945,2.01,0.38,A
3.945,2.01,0.38,A
3.945,2.01,0.38,A
3.918,2.09,0.44,F
3.918,2.09,0.44,F
3.918,2.09,0.44,F
3.969,2.19,0.34,A
3.969,2.19,0.34,A
3.945,2.19,0.38,F
3.945,2.19,0.38,F
3.945,2.19,0.38,F
3.969,2.19,0.34,A
3.945,2.23,0.38,F
3.927,2.26,0.42,F
3.927,2.26,0.42,F
3.869,2.3,0.56,F
3.869,2.3,0.56,F
3.869,2.3,0.56,F
3.932,2.4,0.41,F
3.932,2.4,0.41,F
3.932,2.4,0.41,F
3.909,2.43,0.46,F
3.909,2.43,0.46,F
3.909,2.43,0.46,F
3.914,2.43,0.45,F
3.914,2.43,0.45,F
3.914,2.43,0.45,F
3.914,2.43,0.45,F
3.914,2.43,0.45,F
3.914,2.43,0.45,F
3.909,2.43,0.46,F
3.909,2.43,0.46,F
3.909,2.43,0.46,F
3.909,2.43,0.46,F
3.909,2.43,0.46,F
3.909,2.43,0.46,F
3.914,2.43,0.45,F
3.914,2.43,0.45,F
3.914,2.43,0.45,F
3.896,2.5,0.49,F
3.896,2.5,0.49,F
3.896,2.5,0.49,F
3.896,2.5,0.49,F
3.896,2.5,0.49,F
3.896,2.5,0.49,F
3.881,2.54,0.53,F
3.881,2.54,0.53,F
3.881,2.54,0.53,F
3.918,2.56,0.44,F
3.918,2.56,0.44,F
3.927,2.57,0.42,F
3.873,2.57,0.55,F
3.873,2.57,0.55,F
3.927,2.57,0.42,F
3.927,2.59,0.42,F
3.927,2.59,0.42,F
3.945,2.61,0.38,F
3.945,2.61,0.38,F
3.9,2.62,0.48,F
3.9,2.62,0.48,F
3.9,2.62,0.48,F
3.9,2.62,0.48,F
3.9,2.62,0.48,F
3.9,2.62,0.48,F
3.9,2.62,0.48,F
3.9,2.62,0.48,F
3.9,2.62,0.48,F
3.936,2.72,0.4,F
3.936,2.72,0.4,F
3.936,2.8,0.4,F
3.936,2.8,0.4,F
3.963,2.84,0.35,F
3.963,2.84,0.35,F
3.963,2.84,0.35,F
3.936,2.84,0.4,F
3.936,2.84,0.4,F
3.932,2.89,0.41,F
3.932,2.89,0.41,F
3.932,2.89,0.41,F
3.918,2.96,0.44,F
3.918,2.96,0.44,F
3.881,2.99,0.53,F
3.896,3.04,0.49,F
3.896,3.04,0.49,F
3.896,3.04,0.49,F
3.825,3.06,0.69,F
3.825,3.06,0.69,F
3.825,3.06,0.69,F
3.981,3.07,0.32,F
3.981,3.07,0.32,F
3.981,3.07,0.32,F
3.914,3.08,0.45,F
3.914,3.08,0.45,F
3.877,3.13,0.54,F
3.877,3.13,0.54,F
3.877,3.13,0.54,F
3.825,3.16,0.69,F
3.825,3.16,0.69,F
3.825,3.16,0.69,F
3.869,3.2,0.56,F
3.885,3.2,0.52,F
3.885,3.2,0.52,F
3.885,3.2,0.52,F
3.932,3.23,0.41,F
3.932,3.23,0.41,F
