Seq,SIMBAD_ID,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,L,eL1,eL2,Meta,eMeta1,eMeta2,logg,elogg1,elogg2,rho,erho1,erho2,cutoff,class,type,pla,catalog,e_M,e_R,e_Teff,e_L,mode,logL,logR,logT
53,CW_Eri A,1.583,0.02,0.02,2.093,0.05,0.05,6840,86,86,8.61,0.637,0.637,,,,3.987942458,0.021463072,0.021463072,,,,3.3104962,MS,F,,eker14,1.263423879,2.388915432,1.257309942,7.398373984,EB,0.9350031514536548,0.3207692283386865,3.835056101720116
422,KIC11307875,1.583,0.18880678,0.193669822,4.144,0.186102123,0.191971352,5136,87,87,10.77,1.06910967,1.06910967,0.038,0.102,0.102,3.401,0.016124515,0.017,0.02218,0.000610531,0.000615409,4.4274682,PMS,K,,serenelli17,12.08075179,4.561697328,1.693925234,9.926737883,A,1.0322157032979815,0.6174197467371766,3.710625015060797
230,V456_Cyg B,1.58,0.05,0.05,1.471,0.02,0.02,6755,400,400,4.046,1.263,1.263,,,,4.3,0.03,0.03,,,,3.3662137,MS,F,,eker14,3.164556962,1.359619307,5.9215396,31.21601582,EB,0.607025878434786,0.16761267272753014,3.8296253533580495
146,SV_Cam A,1.575,0.064,0.064,1.47,0.053,0.053,6038,58,58,2.576,0.229,0.229,,,,4.292645889,0.035946578,0.035946578,,,,3.8362072,MS,F,,eker14,4.063492063,3.605442177,0.960582974,8.889751553,EB,0.4109458586877745,0.1673173347481761,3.7808931086870787
655,KIC6119013,1.57,0.19,0.23,3.51,0.21,0.26,5447,73,73,8.699,0.822037205,0.822037205,-0.32,0.1,0.15,3.543,0.011,0.011,0.0365,0.0029,0.0025,4.2236077,PMS,G,,C14sdss,13.37579618,6.695156695,1.340187259,9.449789687,A,0.9394693308435301,0.5453071164658241,3.736157375273132
287,ZZ_Boo B,1.568,0.01,0.01,2.164,0.07,0.07,6670,30,30,8.318,0.595,0.595,,,,3.99,0.1,0.1,,,,3.4219312,MS,F,,eker14,0.637755102,3.234750462,0.449775112,7.153161818,EB,0.9200189160289148,0.33525725643453186,3.824125833916549
859,KIC9206432,1.567,0.075166482,0.06720863,1.569,0.027202941,0.021260292,6494,46,46,3.842,0.312534723,0.312534723,0.165,0.139,0.139,4.241,0.007071068,0.00781025,0.4052,0.004626736,0.004871537,3.5372992,MS,F,,serenelli17,4.542919984,1.544398746,0.708346166,8.134688266,A,0.5845573605256749,0.19562294358693666,3.8125122842899826
613,KIC5431807,1.567,0.192333044,0.137884009,3.307,0.161554944,0.114947814,5285,74,74,,,,0.117,0.102,0.102,3.592,0.0117047,0.012649111,0.0434,0.000815096,0.000946281,4.3297987,PMS,G,,serenelli17,10.53660031,4.180567863,1.400189215,100.0,A,,0.5194341949137028,3.723044991643445
534,KIC3642422,1.566,0.106018866,0.144027775,3.21,0.090376988,0.110724884,5325,98,98,9.807,1.037556864,1.037556864,-0.019,0.1,0.1,3.617,0.012206556,0.013892444,0.04718,0.001409521,0.001459418,4.3035787,PMS,G,,serenelli17,7.983609238,3.132427921,1.840375587,10.57975797,A,0.9915361753000315,0.5065050324048721,3.726319612110775
197,V1229_Tau B,1.565,0.015,0.015,1.587,0.042,0.042,7262,380,380,6.295,1.74,1.74,0.06,0.05,0.05,4.231,0.024,0.024,,,,3.0338752,MS,F,,eker14,0.958466454,2.646502836,5.232718259,27.64098491,EB,0.7989957344438814,0.20057692675484817,3.8610562445768735
795,KIC8416311,1.565,0.091438504,0.150479234,2.275,0.076059187,0.087726849,6446,60,60,8.627,0.726635066,0.726635066,0.131,0.1,0.1,3.915,0.015297059,0.015297059,0.132,0.00736726,0.007143387,3.5687632,MS,F,,serenelli17,7.729001226,3.599693105,0.930809805,8.422801272,A,0.9358597980378804,0.3569814009931312,3.8092903011763157
225,V442_Cyg A,1.56,0.02,0.02,2.072,0.03,0.03,6900,82,82,8.73,0.517,0.517,,,,4.0,0.01,0.01,,,,3.2711662,MS,F,,eker14,1.282051282,1.447876448,1.188405797,5.922107675,EB,0.9410142437055697,0.31638975107319545,3.838849090737255
615,KIC5468089,1.56,0.15,0.17,2.0,0.07,0.07,6728,429,429,5.431,0.46246895,0.46246895,0.0,0.15,0.15,4.03,0.018,0.025,0.1951,0.0089,0.0103,3.3839122,MS,F,,C14sdss,10.25641026,3.5,6.376337693,8.515355373,A,0.7348798027926275,0.3010299956639812,3.827885982789856
116,MP_Del A,1.559,0.085,0.085,2.429,0.046,0.046,7400,120,120,15.885,1.294,1.294,,,,3.86,0.011,0.011,,,,2.9434162,MS,F,,eker14,5.452212957,1.89378345,1.621621622,8.146049732,EB,1.2009872191631663,0.38542751480513054,3.8692317197309762
211,V364_Cas B,1.559,0.095,0.095,1.6,0.01,0.01,7780,86,86,8.414,0.397,0.397,,,,4.28,0.004,0.004,,,,2.6943262,MS,A,,eker14,6.093649775,0.625,1.105398458,4.718326599,EB,0.9250025076809776,0.2041199826559248,3.890979596989689
642,KIC5892169,1.557,0.088887569,0.104292857,3.188,0.081320354,0.094831429,5295,79,79,7.103,0.67189367,0.67189367,-0.003,0.1,0.1,3.622,0.008246211,0.008246211,0.04799,0.001490232,0.001378061,4.3232437,PMS,G,,serenelli17,6.203610351,2.762731862,1.49197356,9.459294247,A,0.851441814672055,0.5035183127240748,3.7238659644435037
515,KIC3344897,1.55,0.16,0.18,2.34,0.08,0.1,6630,83,83,8.694,0.765139525,0.765139525,-0.04,0.15,0.1,3.89,0.017,0.016,0.1217,0.0043,0.0044,3.4481512,MS,F,,C14sdss,10.96774194,3.846153846,1.25188537,8.800776686,A,0.9392196358548183,0.3692158574101428,3.821513528404773
630,KIC5652983,1.55,0.15,0.15,3.21,0.11,0.11,5198,95,95,6.224,0.693240381,0.693240381,0.138,0.072111026,0.072111026,,,,0.046942689,0.001136283,0.001136283,4.3868272,PMS,K,p,huber13,9.677419355,3.426791277,1.82762601,11.13818093,A,0.7940695839816325,0.5065050324048721,3.715836275164994
561,KIC4347652,1.546,0.270186972,0.285702643,4.469,0.335773733,0.342052628,5043,75,75,11.41,1.114079771,1.114079771,0.025,0.102,0.102,3.324,0.031016125,0.032893768,0.01722,0.001794124,0.001712342,4.4884297,PMS,K,,serenelli17,17.97831872,7.583646911,1.487209994,9.764064601,A,1.0572856444182146,0.6502103546603591,3.7026889681591335
677,KIC6508366,1.544,0.053263496,0.062369865,2.173,0.028017851,0.032526912,6499,46,46,6.936,0.569259635,0.569259635,-0.03,0.099,0.099,3.952,0.006403124,0.006403124,0.1504,0.001599208,0.001422348,3.5340217,MS,F,,serenelli17,3.744603642,1.393114666,0.7078012,8.20731884,A,0.8411090844681539,0.33705972632052456,3.812846536967071
128,PV_Pup A,1.539,0.012,0.012,1.536,0.016,0.016,6920,300,300,4.853,1.022,1.022,,,,4.256,0.01,0.01,,,,3.2580562,MS,F,,eker14,0.779727096,1.041666667,4.335260116,21.05913868,EB,0.6860102913152856,0.1863912156954932,3.840106094456758
811,KIC8579578,1.538,0.090338253,0.159154013,2.218,0.050219518,0.072670489,6308,45,45,7.653,0.642982127,0.642982127,0.054,0.1,0.1,3.932,0.012041595,0.015,0.1409,0.003092587,0.00314193,3.6592222,MS,F,,serenelli17,8.110931948,2.770288713,0.713379835,8.401700343,A,0.8838317133294524,0.34596154181314126,3.799891684656865
542,KIC3761840,1.538,0.065802736,0.069892775,2.814,0.074672619,0.073736016,6236,61,61,12.97,1.132379547,1.132379547,0.011,0.1,0.1,3.725,0.015811388,0.015811388,0.06876,0.003797722,0.003696107,3.7064182,MS,F,,serenelli17,4.41142752,2.63696934,0.978191148,8.730759804,A,1.1129399760840801,0.4493240930987269,3.794906106516804
501,KIC2849125,1.534,0.196705363,0.080529498,2.534,0.118359621,0.093300589,6158,56,56,7.412,0.337384891,0.337384891,0.293,0.101,0.101,3.82,0.015132746,0.015132746,0.09451,0.005490708,0.005263279,3.7575472,MS,F,,serenelli17,9.036338368,4.17640511,0.909386164,4.551873861,A,0.86993541064686,0.4038066105474225,3.789439684567179
929,HD209369,1.531,0.061,0.061,2.45,0.072,0.072,6755,106,106,11.22,0.32,0.32,-0.2,0.1,0.1,,,,,,,3.3662137,MS,F,,ligi16,3.984323971,2.93877551,1.569207994,2.852049911,I,1.0499928569201427,0.3891660843645325,3.8296253533580495
159,TYC_2489-1972-1 A,1.53,0.009,0.009,1.576,0.009,0.009,6950,140,140,5.2,0.462,0.462,,,,4.23,0.01,0.01,,,,3.2383912,MS,F,,eker14,0.588235294,0.57106599,2.014388489,8.884615385,EB,0.7160033436347992,0.19755621315353653,3.8419848045901137
252,V819_Her A,1.53,0.08,0.08,1.866,0.024,0.024,6761,483,483,7.311,0.487,0.487,,,,,,,,,,3.3622807,MS,F,,malkov07,5.22875817,1.286173633,7.143913622,6.661195459,EB,0.8639767839043867,0.2709116394104812,3.830010935936118
915,KIC9908400,1.53,0.058137767,0.059464275,2.764,0.033970576,0.035468296,6000,55,55,9.868,0.865355869,0.865355869,0.16,0.1,0.1,3.739,0.008485281,0.008485281,0.07242,0.001463976,0.001455606,3.8611162,PMS,F,,serenelli17,3.843204,1.256130087,0.916666667,8.769313626,A,0.9942291408176984,0.44153803870216074,3.7781512503836434
643,KIC5939450,1.53,0.1,0.09,2.88,0.07,0.06,6282,84,84,11.37,0.908440115,0.908440115,-0.18,0.09,0.09,3.701,0.017,0.013,0.0639,0.0018,0.0017,3.6762652,MS,F,,C14bruntt,6.209150327,2.256944444,1.337153773,7.989798728,A,1.0557604646877348,0.45939248775923086,3.798097932062486
454,KIC11771760,1.529,0.05800862,0.057201399,2.983,0.049678969,0.048414874,6075,70,70,12.46,1.133423874,1.133423874,-0.101,0.1,0.1,3.671,0.006324555,0.006324555,0.05749,0.001217088,0.001206919,3.8119537,PMS,F,,serenelli17,3.767495704,1.644214602,1.152263374,9.096499794,A,1.0955180423231508,0.4746532533620627,3.7835462822703496
692,KIC6679371,1.5279,0.0399,0.019,2.2143,0.024,0.024,6479,77,77,7.741,0.257,0.266,0.01,0.1,0.1,3.9336,0.0077,0.0066,0.141852851,0.003298771,0.003417371,3.5471317,MS,F,,silva17,1.927482165,1.083863975,1.188455008,3.378116522,A,0.8887970674566807,0.3452364600468796,3.811507979945327
129,PV_Pup B,1.527,0.014,0.014,1.493,0.016,0.016,6930,300,300,4.613,0.972,0.972,,,,4.278,0.01,0.01,,,,3.2515012,MS,F,,eker14,0.916830386,1.071667783,4.329004329,21.07088662,EB,0.6639834546082667,0.17405980772502544,3.8407332346118066
72,EY_Cep A,1.524,0.008,0.008,1.463,0.01,0.01,7090,150,150,4.853,0.456,0.456,,,,4.29,0.006,0.006,,,,3.1466212,MS,F,,eker14,0.524934383,0.683526999,2.115655853,9.396249742,EB,0.6860102913152856,0.16524432612531087,3.8506462351830666
577,KIC4638884,1.522,0.050803543,0.046861498,1.928,0.026907248,0.025612497,6662,57,57,6.055,0.488982164,0.488982164,0.008,0.099,0.099,4.05,0.006708204,0.006708204,0.2123,0.003520136,0.00346048,3.4271752,MS,F,,serenelli17,3.208444193,1.362026583,0.855598919,8.075675705,A,0.782114147479071,0.28510702956681194,3.823604628355158
