,M,logT,type,rho,logg,logL,logR,SNtype
838,1.403,3.7905666251460763,F,0.2003,4.019,0.6757783416740851,0.2798949800116381,3.0
840,1.402,3.8035253955765325,F,0.09973,3.819,1.0297894708318556,0.3820170425748684,3.0
843,1.4,3.8341026557127935,F,0.2585,4.093,0.7623033632877684,0.24303804868629444,3.0
844,1.4,3.815378484965918,F,0.172572971,3.979,0.8205954965444903,0.30319605742048883,3.0
845,1.4,3.7939300067726847,F,0.1091,3.849,1.1778249718646818,0.37474834601010387,3.0
846,1.4,3.8134475442648212,F,0.1057,3.836,0.9497314523157071,0.37474834601010387,3.0
847,1.4,3.802705327074352,F,0.1023,3.829,0.9801397777457546,0.38021124171160603,3.0
848,1.4,3.7956019798941796,F,0.09306,3.799,1.0021660617565078,0.39199307225971286,3.0
849,1.399,3.797821311364024,F,0.1986,4.018,0.7124813378019187,0.2826221128780626,3.0
851,1.3987,3.7948364578145615,F,0.191573042,4.0073,0.791620482692814,0.2881150252881032,3.0
853,1.39,3.8383452687759907,F,0.3147,4.151,0.6578204560156972,0.21484384804769785,3.0
854,1.39,3.8134475442648212,F,0.2573,4.092,0.7565600430066829,0.24551266781414982,3.0
855,1.39,3.787460474518415,F,0.2097,4.033,0.6285932558512591,0.2734642726213463,3.0
856,1.39,3.8199385693553953,F,0.1942,4.008,0.8115750058705934,0.28330122870354957,3.0
857,1.39,3.7861833455676335,F,0.1775,3.985,0.7390974461174751,0.29885307640970665,3.0
859,1.39,3.7044936970092985,K,0.0253,3.429,1.0056094453602804,0.5809249756756193,5.0
860,1.389,3.7977521286507105,F,0.1151,3.859,0.9394194033293172,0.3600250891893975,3.0
861,1.389,3.7166709755601355,G,0.02891,3.459,0.9739586861067037,0.5606238745499299,4.0
864,1.385,3.827110687466011,F,0.2934,4.129,0.7131544018372984,0.22479195649268147,3.0
865,1.385,3.802294711397464,F,0.09076,3.791,1.0614524790871933,0.39357520326958756,3.0
866,1.383,3.7967130632808965,F,0.09617,3.806,0.9732202468522337,0.38542751480513054,3.0
867,1.383,3.699056854547668,K,0.0335,3.501,0.8462133638793874,0.5384480517102173,5.0
868,1.381,3.8260099777911005,F,0.3817,4.206,0.6281845080734126,0.18582535961296218,3.0
869,1.381,3.712144414214886,K,0.06425,3.689,0.723044991643445,0.4437322414015968,5.0
870,1.38,3.794975744051132,F,0.2294,4.059,1.1574567681342256,0.2600713879850748,3.0
871,1.38,3.811709026696191,F,0.1826,3.99,0.839917775678681,0.292256071356476,3.0
872,1.38,3.81424759573192,F,0.1822,3.988,0.7547304690237535,0.290034611362518,3.0
874,1.38,3.803320523578754,F,0.1212,3.877,0.8130469651601079,0.35410843914740087,3.0
875,1.378,3.808683509128969,F,0.1999,4.017,0.9653898702151223,0.2778383330020474,3.0
876,1.378,3.791129000727286,F,0.07641,3.739,1.0561422620590524,0.4181354984252322,3.0
878,1.374,3.775610448006361,G,0.0792,3.749,0.8792679568246128,0.4124605474299613,4.0
879,1.373,3.808750972349595,F,0.1067,3.836,0.921998431308271,0.3695868907363443,3.0
880,1.372,3.702258163162094,K,0.06089,3.673,0.6848453616444125,0.45071087814691935,5.0
881,1.37,3.816705183666515,F,0.487,4.274,0.548020694905531,0.14921911265537988,3.0
882,1.37,3.7956019798941796,F,0.2734,4.107,0.679609571779756,0.23325000954110028,3.0
884,1.37,3.81424759573192,F,0.219,4.043,0.8575134147766897,0.2648178230095365,3.0
885,1.37,3.7893691535914815,F,0.1892,4.001,0.6689447344577338,0.287801729930226,3.0
886,1.37,3.7934411329776636,F,0.1612,3.955,0.7947667979408211,0.31175386105575426,3.0
887,1.37,3.794139355767774,F,0.0886,3.78,0.9702073588068546,0.3961993470957364,3.0
888,1.37,3.7813963051967905,F,0.0713,3.718,1.000867721531227,0.42813479402878885,3.0
889,1.37,3.7066324508732946,K,0.0504,3.618,0.7193312869837266,0.47712125471966244,5.0
892,1.3683,3.7903555464143865,F,0.213393935,4.0359,0.6923180442592788,0.2689054412120143,3.0
893,1.368,3.8076703012304836,F,0.2436,4.074,0.6896639650157704,0.2496874278053015,3.0
895,1.364,3.75564621945668,G,0.09862,3.812,0.7651467901080253,0.38021124171160603,4.0
897,1.363,3.803252211430457,F,0.1097,3.843,0.9569843677427602,0.3643633546157308,3.0
898,1.362,3.7900035203904894,F,0.13,3.893,0.884795363948981,0.33984878303763705,3.0
899,1.362,3.7876021461823375,F,0.1199,3.868,0.8401060944567578,0.3517963068970235,3.0
901,1.36,3.8209891764160497,F,0.4287,4.236,0.5520595341878843,0.1673173347481761,3.0
902,1.36,3.79140991566716,F,0.2218,4.045,0.6481647785740011,0.26245108973042947,3.0
903,1.36,3.8040030547296126,F,0.154108373,3.94,0.8277568629786168,0.31386722036915343,3.0
904,1.36,3.726645720240912,G,0.0657,3.692,0.8421722293856158,0.437750562820388,4.0
905,1.36,3.7159198174335795,K,0.0202,3.355,0.9909157545060844,0.60959440922522,5.0
907,1.355,3.805636766305935,F,0.3482,4.176,0.5711262770843116,0.19672872262328683,3.0
908,1.354,3.8131137540078988,F,0.1052,3.83,1.0236639181977936,0.3694014136966244,3.0
909,1.352,3.8249064713021124,F,0.4384,4.243,0.575880315680646,0.1628629933219261,3.0
910,1.352,3.7227161674884948,G,0.02387,3.399,1.012415374762433,0.5844443071651761,4.0
912,1.35,3.834802054048699,F,0.5547,4.311,0.5327543789924978,0.12710479836480765,3.0
914,1.35,3.813314058945835,F,0.2524,4.08,0.6696887080562082,0.24054924828259971,3.0
915,1.35,3.8013350956745464,F,0.1772,3.979,0.7952541825808829,0.2944662261615929,3.0
916,1.35,3.821513528404773,F,0.1628,3.955,0.8202671571609645,0.3053513694466238,3.0
918,1.349,3.7942788657214,F,0.2441,4.073,0.6033609243483805,0.24723654950676405,3.0
921,1.347,3.8167714123333463,F,0.2561,4.087,0.7038929536325446,0.24004977211264766,3.0
922,1.347,3.7907072873276797,F,0.1304,3.891,0.8077379220141008,0.3376588910261423,3.0
925,1.344,3.8084135514003683,F,0.2777,4.109,0.6109793799229971,0.22865695810893527,3.0
927,1.34,3.81424759573192,F,0.4099,4.221,0.5553363279952668,0.17026171539495738,3.0
928,1.34,3.803183888535342,F,0.3023,4.131,0.6253124509616739,0.21484384804769785,3.0
929,1.34,3.721315880605899,G,0.0653,3.689,0.7111320723068418,0.437750562820388,4.0
930,1.34,3.721398375521505,G,0.04208,3.562,0.8433573784379556,0.5009222391903005,4.0
934,1.339,3.8066547239918607,F,0.2342,4.059,0.6653933502797119,0.25261034056737297,3.0
935,1.338,3.794975744051132,F,0.1118,3.845,0.9372670722114126,0.35888620440586905,3.0
937,1.336,3.819609732751585,F,0.1363,3.903,0.936815231197633,0.3308194664958368,3.0
940,1.332,3.782329268996837,F,0.1317,3.892,0.7971982698389589,0.3350565194390914,3.0
942,1.33,3.806519134080705,F,0.3656,4.187,0.545554507234065,0.18695633546541224,3.0
944,1.33,3.6986224297020978,K,0.0238,3.395,0.9226735678585543,0.5831987739686227,5.0
945,1.33,3.6885977750811696,K,0.0197,3.34,0.9189734304929542,0.60959440922522,5.0
946,1.329,3.82633400562222,F,0.4115,4.222,0.7002709373564369,0.17026171539495738,3.0
947,1.329,3.7243578042264267,G,0.03324,3.493,0.9227773419287979,0.5332635167787149,4.0
949,1.328,3.7885925559203595,F,0.1347,3.898,0.8576339851500081,0.33122478102073244,3.0
951,1.326,3.8109042806687006,F,0.3469,4.171,0.6062738531699883,0.1942367487238292,3.0
952,1.326,3.8041394323353503,F,0.1408,3.912,0.8364507137201546,0.3242824552976926,3.0
953,1.326,3.700270937356437,K,0.01905,3.331,0.9551102309705518,0.6141587095091752,5.0
954,1.325,3.7089305358066165,K,0.03291,3.49,0.7800291273373383,0.534914104429867,5.0
955,1.322,3.8024316264307236,F,0.2905,4.12,0.627263416568221,0.21932250841933676,3.0
956,1.321,3.8066547239918607,F,0.2907,4.12,0.6230424342463817,0.2190603324488613,3.0
957,1.32,3.7932314470565207,F,0.230807471,4.05,0.6511810624446879,0.250420002308894,3.0
960,1.32,3.750431248660202,G,0.0697,3.706,0.7806053058389696,0.424881636631067,4.0
961,1.32,3.7138264243805246,K,0.0352,3.509,0.7154183225950562,0.5237464668115644,5.0
965,1.316,3.7617775375081783,G,0.06719,3.696,0.935406489752349,0.43007505555193926,4.0
966,1.316,3.7234556720351857,G,0.06474,3.685,0.7471786713601644,0.4356851379416299,4.0
967,1.315,3.808750972349595,F,0.3616,4.183,0.5964871337365442,0.1866738674997451,3.0
968,1.315,3.78738962135211,F,0.2851,4.114,0.5423273827739744,0.22089224921951925,3.0
969,1.314,3.7756832490260437,G,0.132,3.891,0.799616204481499,0.33223641549144334,4.0
972,1.31,3.8084135514003683,F,0.257794191,4.082,0.6797911709803545,0.23299611039215382,3.0
973,1.31,3.792391689498254,F,0.1489,3.926,0.8838884578884805,0.3142886609474977,3.0
974,1.31,3.6874397745458944,K,0.0253,3.411,0.823800153749878,0.5717088318086876,5.0
975,1.309,3.7206553565517244,G,0.01895,3.328,0.8940944273226987,0.6128897692874847,4.0
976,1.307,3.7540423867854362,G,0.1052,3.824,0.7571681922142726,0.36455099535397195,4.0
978,1.305,3.8121108412030997,F,0.2597,4.087,0.5873741720730654,0.23274206272073686,3.0
979,1.305,3.794766797940821,F,0.1439,3.915,0.834293512442696,0.3188977146274869,3.0
980,1.305,3.793650717707173,F,0.1025,3.817,0.9358094538099329,0.36772854608697647,3.0
981,1.304,3.7972675408307164,F,0.1237,3.871,0.7824726241662862,0.3410386316775229,3.0
982,1.303,3.7573960287930244,G,0.09977,3.808,0.8256857080217583,0.37125262912493934,4.0
983,1.302,3.8129801660394804,F,0.1378,3.903,0.8705209500127643,0.32469391386177465,3.0
985,1.3,3.8174331441113845,F,0.4505,4.243,0.5433229006469121,0.15228834438305647,3.0
986,1.3,3.804412059137714,F,0.3424,4.165,0.5594277997594899,0.19284611518884168,3.0
987,1.3,3.805228914203426,F,0.2591,4.082,0.5656117249020587,0.23299611039215382,3.0
988,1.3,3.8180938691466357,F,0.2525,4.076,0.4941545940184428,0.2370407913791908,3.0
989,1.3,3.7959494989028033,F,0.144876074,3.916,0.8237349883987312,0.31806333496276157,3.0
990,1.3,3.8084135514003683,F,0.131382714,3.887,0.894039000804609,0.33243845991560533,3.0
993,1.299,3.819609732751585,F,0.3723,4.192,0.5705429398818975,0.17926446433902535,3.0
994,1.298,3.819872821950546,F,0.4618,4.251,0.4129642719966628,0.14952701375434785,3.0
995,1.298,3.8033888249836134,F,0.2412,4.063,0.6734816970733472,0.2420442393695509,3.0
997,1.293,3.7868933252613157,F,0.1581,3.941,0.7737133252770216,0.30405946621759916,3.0
999,1.291,3.816241299991783,F,0.2299,4.048,0.76618969331016,0.24919835739111287,3.0
1000,1.291,3.7550359337677714,G,0.08807,3.77,0.7709256146389991,0.3889887851247141,4.0
1001,1.29,3.8137810781740824,F,0.3983,4.207,0.5114822886260014,0.17026171539495738,3.0
1002,1.29,3.807535028068853,F,0.243590654,4.063,0.658488381309017,0.24054924828259971,3.0
1005,1.289,3.8073997127594854,F,0.5057,4.276,0.4189638307036227,0.1354506993455138,3.0
1007,1.287,3.80222623769107,F,0.13,3.883,0.8063835018241675,0.33183204443624864,3.0
1008,1.286,3.7907072873276797,F,0.1249,3.872,0.8437931983259126,0.3368598209168094,3.0
1009,1.285,3.7868933252613157,F,0.2025,4.013,0.7214808547700493,0.269045709657623,3.0
1010,1.284,3.7159198174335795,K,0.02099,3.355,0.9018940319738208,0.5952757118020994,5.0
1014,1.281,3.808278509582768,F,0.488,4.266,0.359835482339888,0.13956426617584977,3.0
1016,1.28,3.8159760009719856,F,0.3241,4.146,0.5490032620257879,0.19865708695442263,3.0
1017,1.28,3.7834747875822465,F,0.2202,4.03,0.6018427897820982,0.2528530309798932,3.0
1018,1.28,3.808346035740395,F,0.1686,3.959,0.7474118078864233,0.2933625547114455,3.0
1019,1.278,3.741230411025471,G,0.08415,3.754,0.736715133605611,0.3937506403480804,4.0
1021,1.276,3.791129000727286,F,0.2992,4.123,0.5251744278352715,0.20978301484851494,3.0
1022,1.276,3.7520484478194387,G,0.1231,3.866,0.7204074008031086,0.33845649360460484,4.0
1023,1.275,3.7802452838653524,F,0.3183,4.141,0.4640422054388108,0.20085049809107747,3.0
1024,1.275,3.79309160017658,F,0.1421,3.908,0.7967130632808964,0.31722734917642026,3.0
1025,1.274,3.7834747875822465,F,0.2869,4.111,0.5734518220354853,0.21404867941194144,3.0
1026,1.273,3.694166295933198,K,0.02326,3.383,0.9200189160289148,0.579326203755255,5.0
1028,1.272,3.797890483058349,F,0.2535,4.074,0.6438473102997142,0.2319790268315042,3.0
1030,1.271,3.808346035740395,F,0.2862,4.111,0.8115750058705934,0.21484384804769785,3.0
1031,1.271,3.8191489428071344,F,0.1465,3.916,0.8373358680150148,0.31260043926125936,3.0
1033,1.27,3.812579155409047,F,0.39,4.198,0.5407047833107623,0.17026171539495738,3.0
1035,1.27,3.8171024042569233,F,0.326681344,4.147,0.6017341482601049,0.19589965240923377,3.0
1037,1.269,3.695043658821294,K,0.02647,3.42,1.0297894708318556,0.5601458398490475,5.0
1039,1.264,3.811709026696191,F,0.5763,4.312,0.40942586867144337,0.11327469246435044,3.0
1040,1.263,3.8091555317471806,F,0.3954,4.203,0.5524248457040855,0.16790781000148003,3.0
1041,1.263,3.745309059940828,G,0.1179,3.852,0.808481056565951,0.34321159017974745,4.0
1042,1.262,3.8191489428071344,F,0.6211,4.333,0.36191661866864344,0.10277661488344131,3.0
1043,1.262,3.801609488027319,F,0.4347,4.23,0.5035183127240748,0.153814864344529,3.0
1044,1.26,3.7958800173440754,F,0.3469,4.163,0.46938013584992516,0.18752072083646307,3.0
1046,1.2581,3.775537634780957,G,0.304067893,4.1261,0.4999618655961902,0.2056103099025213,4.0
1047,1.258,3.792811771248147,F,0.1036,3.814,0.9049858810993634,0.36097188372593586,3.0
1049,1.257,3.7231271587956916,G,0.1141,3.842,0.7831171374904671,0.3467440546048488,4.0
1050,1.257,3.719911064198339,G,0.02777,3.433,0.9048777669634046,0.5519376953648372,4.0
1052,1.255,3.791971201020768,F,0.1918,3.993,0.7235377615320568,0.27137687189407456,3.0
1054,1.254,3.7973368007753496,F,0.1655,3.949,0.7214808547700493,0.2933625547114455,3.0
1055,1.253,3.805024844429805,F,0.2112,4.021,0.7530465616265292,0.25839780409550867,3.0
1057,1.252,3.7952541825808828,F,0.3836,4.193,0.43200668726959834,0.17084820364330935,3.0
1058,1.252,3.783903579272735,F,0.1035,3.813,0.930031614950973,0.36040405472993886,3.0
1059,1.251,3.798097932062486,F,0.2361,4.052,0.6338722626583327,0.24079877111733122,3.0
1060,1.251,3.808750972349595,F,0.1924,3.994,0.8314858392486574,0.27230584440208644,3.0
1061,1.251,3.75350645699097,G,0.1418,3.905,0.7770641547424295,0.3142886609474977,4.0
1062,1.25,3.8200700343123257,F,0.6846,4.359,0.33162971762993226,0.08635983067474821,3.0
1063,1.25,3.795323764329314,F,0.1388,3.898,0.8524799936368563,0.31806333496276157,3.0
1064,1.25,3.7769190028420465,G,0.1216,3.859,0.46224821535499744,0.33845649360460484,4.0
1066,1.247,3.7885925559203595,F,0.1635,3.945,0.7475671627376249,0.2940250940953227,3.0
1067,1.245,3.846955325019824,F,0.5659,4.304,0.4124605474299613,0.11394335230683679,3.0
1069,1.242,3.7162538258960365,G,0.04268,3.555,0.8356271662098977,0.48784512011143555,4.0
1071,1.24,3.8105013477665297,F,0.6012,4.321,0.3496659840966297,0.10380372095595687,3.0
1073,1.24,3.7704101315139065,G,0.3043,4.123,0.45392959205772865,0.2027606873931999,4.0
1074,1.24,3.6880636969463443,K,0.0268,3.42,0.8224949852787508,0.5550944485783191,5.0
1075,1.239,3.796921075330169,F,0.6025,4.322,0.3402457615679317,0.10414555055400815,3.0
1076,1.239,3.810434155922673,F,0.43746893,4.228,0.4827307000799429,0.1513698502474604,3.0
1077,1.239,3.794139355767774,F,0.315318514,4.135,0.5398285583778982,0.19920647916165776,3.0
1078,1.237,3.804412059137714,F,0.5263,4.282,0.4129642719966628,0.12385164096708581,3.0
1079,1.237,3.7983052820219765,F,0.4056,4.207,0.49734438101758,0.1607685618611281,3.0
1082,1.235,3.7781512503836434,F,0.3066,4.125,0.4658288153574364,0.2000292665537703,3.0
1083,1.235,3.8084135514003683,F,0.1568,3.932,0.7546540692554321,0.2979792441593624,3.0
1085,1.231,3.725339815909737,G,0.06501,3.676,0.7864674767402825,0.4256972133625911,4.0
1086,1.23,3.8092903011763157,F,0.347986649,4.16,0.5860243823869757,0.18184358794477254,3.0
1087,1.23,3.840294331611436,F,0.2237,4.033,0.791620482692814,0.24674470972384135,3.0
1088,1.23,3.7622282842864743,G,0.1186,3.847,0.7793800114916558,0.33845649360460484,4.0
1089,1.229,3.694517453811156,K,0.02954,3.447,0.8460895803579841,0.5398285583778982,5.0
1090,1.228,3.8010605298478555,F,0.4935729,4.262,0.43980621139333026,0.13257984765973707,3.0
1091,1.228,3.7831171374904673,F,0.239,4.054,0.6153186566114789,0.23879856271391703,3.0
1092,1.228,3.753812783564702,G,0.1025,3.807,0.7264011621029224,0.35945602012098654,4.0
1094,1.227,3.7807492311035524,F,0.2228,4.033,0.568201724066995,0.2469906992415498,3.0
1095,1.227,3.782830805202592,F,0.1573,3.932,0.7508939203821253,0.2975416678181598,3.0
1096,1.224,3.7399676967595092,G,0.1289,3.873,0.6457169393696038,0.325720858019412,4.0
1098,1.221,3.7861122837198264,F,0.3525,4.164,0.44731310882356823,0.17926446433902535,3.0
1100,1.22,3.796921075330169,F,0.437,4.227,0.4488608456074407,0.1486026548060934,3.0
1101,1.22,3.7646990637983677,G,0.3257,4.141,0.4234097277330934,0.18920948958230613,4.0
1102,1.22,3.7901443650429005,F,0.2114,4.016,0.6340740254874684,0.2528530309798932,3.0
1103,1.22,3.8048887446223913,F,0.19955969,4.0,0.7861833455676335,0.26245108973042947,3.0
1104,1.22,3.8038666342849843,F,0.09954,3.798,0.7994783988379808,0.362105319293773,3.0
1106,1.219,3.778585327862962,F,0.3487,4.161,0.436480695009495,0.18069920129603473,3.0
1108,1.217,3.782759192623997,F,0.3864,4.189,0.4291060083326965,0.16583762469012828,3.0
1109,1.214,3.799753966411886,F,0.4752,4.251,0.4284587735155801,0.13481437032046015,3.0
1110,1.213,3.7992026563005252,F,0.1776,3.965,0.7256666603141786,0.27715061396379675,3.0
1111,1.212,3.7937903846908188,F,0.1992,3.998,0.6662370958958044,0.26054837263697944,3.0
1112,1.212,3.8006483553639883,F,0.171,3.954,0.67797175281074,0.2826221128780626,3.0
1113,1.211,3.799478398837981,F,0.151,3.918,0.7167543574326971,0.3014640731432998,3.0
1114,1.211,3.7730546933642626,G,0.1337,3.882,0.679609571779756,0.3191060593097763,4.0
1116,1.21,3.7824009524965296,F,0.156,3.928,0.8302678009336417,0.29885307640970665,3.0
1117,1.21,3.691346764134822,K,0.0249,3.395,0.8781769804915063,0.5622928644564748,5.0
1119,1.209,3.7687120803776635,G,0.237909239,4.049,0.5206145218782359,0.23451728351268664,4.0
1120,1.208,3.8109042806687006,F,0.6161,4.324,0.3805730030668873,0.09725730969341992,3.0
1121,1.208,3.809694358716924,F,0.5205,4.276,0.4452927694259718,0.12123145514962146,3.0
1122,1.208,3.6908160579809155,K,0.03161,3.465,0.7836892363473164,0.5272431163880886,5.0
1123,1.206,3.793161529245551,F,0.4597,4.24,0.5224442335063199,0.13924921757160696,3.0
1124,1.205,3.7794521834040617,F,0.2262,4.034,0.5660837841679959,0.2420442393695509,3.0
1125,1.205,3.7056926965377035,K,0.05251,3.611,0.6797003808719642,0.4534712337229359,5.0
1127,1.204,3.7937903846908188,F,0.2319,4.043,0.6028193424326997,0.23929947912689256,3.0
1128,1.204,3.8076703012304836,F,0.2132,4.017,0.6919651027673603,0.2506639194632435,3.0
1129,1.203,3.792181496149679,F,0.6076,4.32,0.4194600727860702,0.09864372581705691,3.0
1130,1.202,3.7394141026986953,G,0.09921,3.795,0.6695957810243133,0.3605934135652489,4.0
1131,1.201,3.816241299991783,F,0.5657,4.299,0.396548037987132,0.10856502373283448,3.0
1132,1.2,3.7972675408307164,F,0.3808,4.184,0.5449357658815026,0.16613397030510912,3.0
1134,1.2,3.7756832490260437,G,0.1945,3.99,0.6372895476781745,0.2631624649622167,4.0
1135,1.199,3.7902147702439795,F,0.43746893,4.224,0.41111441855090475,0.14581771449182765,3.0
1136,1.197,3.7562556487542333,G,0.2079,4.009,0.5324995860946625,0.2533380053261064,4.0
1137,1.197,3.7741518589547103,G,0.207371636,4.007,0.5663196215248113,0.2538224387080733,4.0
1139,1.196,3.757547853469244,G,0.1373,3.888,0.5354207180561734,0.31344537042641407,4.0
1140,1.195,3.763128376799137,G,0.1376,3.889,0.741387992479269,0.31238894937059186,4.0
1141,1.194,3.8055008581584002,F,0.1972,3.993,0.7166709755601356,0.26054837263697944,3.0
1142,1.193,3.734319680859007,G,0.1156,3.838,0.7220577713314641,0.3374592612906561,4.0
1144,1.192,3.789439684567179,F,0.247,4.059,0.5891673905460476,0.22788670461367352,3.0
1147,1.19,3.7834032811225633,F,0.2693,4.084,0.4659773682858228,0.2161659022859931,3.0
1148,1.19,3.763877031495655,G,0.1947,3.989,0.5419534744582363,0.26197619139781264,4.0
1150,1.189,3.8084135514003683,F,0.1486,3.911,0.7611005389581423,0.3005954838899635,3.0
1151,1.189,3.7489628612561616,G,0.09721,3.787,0.760874638052189,0.3622939379642311,4.0
1152,1.188,3.7611758131557314,G,0.2412,4.051,0.4242280706959799,0.23070431361256905,4.0
1153,1.187,3.748265572668741,G,0.09685,3.785,0.7327956982893292,0.3622939379642311,4.0
1154,1.186,3.804412059137714,F,0.209,4.009,0.7442147248141658,0.2511513431753546,3.0
1155,1.186,3.767304317453273,G,0.1589,3.929,0.658488381309017,0.290479813330673,4.0
1156,1.184,3.7877437716464666,F,0.7565,4.381,0.2410481506716444,0.06483221973857385,3.0
1157,1.184,3.8035936647713444,F,0.1207,3.85,0.7965743332104297,0.33041377334919086,3.0
1159,1.18,3.8004421213362565,F,0.350117179,4.157,0.5342800052050815,0.17609125905568124,3.0
1160,1.18,3.75724415102197,G,0.18180527,3.968,0.5413295776666937,0.26951294421791633,4.0
1161,1.18,3.7636525705645303,G,0.1786,3.961,0.6276730317666159,0.2741578492636798,4.0
1163,1.178,3.802294711397464,F,0.470137064,4.243,0.4358443659844413,0.13353890837021754,3.0
1164,1.178,3.778946727968617,F,0.3628,4.168,0.5081255360831992,0.16996817399689249,3.0
1165,1.178,3.7611758131557314,G,0.260634898,4.071,0.4391747398434685,0.2182728535714475,4.0
1166,1.178,3.775756037844098,G,0.2277,4.033,0.5354207180561734,0.23754373814287447,4.0
1167,1.178,3.7348798027926273,G,0.04842,3.584,0.7135745377720698,0.4617985575251093,4.0
1168,1.177,3.7618526944663833,G,0.1957,3.989,0.6297153326471322,0.25959387888594865,4.0
1169,1.177,3.7729081949712717,G,0.1827,3.968,0.5425764762605296,0.269746373130767,4.0
1170,1.177,3.7396514437093766,G,0.1714,3.95,0.7186677353162109,0.27852496473701754,4.0
1171,1.176,3.8028421127390746,F,0.3135,4.125,0.5066403055665025,0.19145101446489549,3.0
1172,1.176,3.758684849882441,G,0.178,3.961,0.5582284218033257,0.2732328340430456,4.0
1173,1.176,3.746011107751926,G,0.1026,3.802,0.6555225962534177,0.35372393758894904,4.0
1174,1.176,3.708845638048179,K,0.06967,3.69,0.6446355037681529,0.4089180208467798,5.0
1175,1.174,3.7859701251320095,F,0.3296,4.14,0.4387005329007363,0.18355453361886168,3.0
1177,1.173,3.774735882551753,G,0.145,3.901,0.7257483329955482,0.30233092868439926,4.0
1178,1.17,3.7923216363515735,F,0.450252113,4.228,0.5605044151950566,0.1367205671564068,3.0
1179,1.17,3.7973368007753496,F,0.3318,4.141,0.4366396316926607,0.18184358794477254,3.0
1180,1.17,3.772028165324855,G,0.2672,4.078,0.5378190950732742,0.21510858105309322,4.0
1181,1.17,3.782759192623997,F,0.2019,3.998,0.6326597132939135,0.2543063323312856,3.0
1182,1.17,3.7902851640332416,F,0.199,3.994,0.6403820447095684,0.2576785748691845,3.0
1183,1.17,3.7840464158081133,F,0.148426958,3.907,0.9496826907952042,0.3010299956639812,3.0
1184,1.17,3.720737977018425,G,0.1094,3.819,0.5958267770732232,0.3424226808222063,4.0
1186,1.1688,3.7909181952145783,F,0.424244727,4.2108,0.4055171069763763,0.1466240888240055,3.0
1187,1.168,3.7611005389581424,G,0.2377,4.044,0.4347285417797577,0.2304489213782739,4.0
1188,1.168,3.7834747875822465,F,0.1427,3.896,0.7173375827238638,0.30405946621759916,3.0
1189,1.167,3.7191654940892134,G,0.08183,3.736,0.39357520326958756,0.38435341413750623,4.0
1191,1.166,3.769081787118219,G,0.1979,3.991,0.6057358938767466,0.2564772062416767,4.0
1192,1.165,3.702947246181556,K,0.04308,3.549,0.6903733069160591,0.47712125471966244,5.0
1193,1.163,3.7798128631705805,F,0.2604,4.07,0.48643047885443386,0.21695720736109697,3.0
1194,1.162,3.7780064614235083,G,0.449,4.228,0.35353155907776207,0.13735411137073292,4.0
1195,1.161,3.730862992046494,G,0.1197,3.844,0.5676144427308445,0.32899085544942874,4.0
1196,1.16,3.798650645445269,F,0.516298558,4.267,0.3946267642722091,0.11727129565576427,3.0
1197,1.1593,3.800235789327354,F,0.618341737,4.3186,0.3298045221640694,0.09117436070688177,3.0
1198,1.159,3.7831171374904673,F,0.8301,4.405,0.1866738674997451,0.04844180355040453,3.0
1199,1.159,3.7972675408307164,F,0.529081741,4.275,0.38129562300382597,0.11293997608408006,3.0
1200,1.159,3.759592308645975,G,0.4279,4.213,0.34281731463573295,0.1439511164239635,4.0
1201,1.159,3.7834747875822465,F,0.274,4.085,0.5224442335063199,0.20978301484851494,3.0
1202,1.159,3.7829024059746446,F,0.1568,3.923,0.6658623002031552,0.28869626059025577,3.0
1203,1.159,3.7334380270910614,G,0.1387,3.887,0.5971464878336954,0.3070679506612984,4.0
1204,1.158,3.7764832558336816,G,0.1338,3.876,0.6662370958958044,0.31238894937059186,4.0
1205,1.157,3.762528522447,G,0.4067,4.197,0.4173055832445255,0.1504494094608806,4.0
1206,1.157,3.7795964912578244,F,0.3492,4.155,0.4930395883176513,0.1726029312098599,3.0
1209,1.156,3.7218930162149575,G,0.03023,3.446,0.8349290964605759,0.5272431163880886,4.0
1210,1.154,3.7408362070573116,G,0.2065,4.001,0.5250448070368452,0.2489536154957076,4.0
1211,1.153,3.7798849631926443,F,0.4739,4.242,0.313234291694724,0.12839926871780646,3.0
1212,1.151,3.752509400788843,G,0.2791,4.088,0.45545396877862815,0.20547503674089088,4.0
1213,1.151,3.7835462822703496,F,0.2307,4.033,0.5906189482065779,0.23248786635298624,3.0
1214,1.151,3.7725417326409434,G,0.1347,3.877,0.6849350826408896,0.3100557377508914,4.0
1215,1.15,3.7907072873276797,F,0.8332,4.405,0.1880843737149382,0.04649516433470831,3.0
1216,1.15,3.7868223794991875,F,0.455223351,4.23,0.5296869537729164,0.13353890837021754,3.0
1217,1.15,3.791830947674836,F,0.2532,4.061,0.6522463410033232,0.22010808804005508,3.0
1218,1.15,3.75724415102197,G,0.220864995,4.018,0.43136376415898736,0.2380461031287954,4.0
1219,1.15,3.7840464158081133,F,0.19955969,3.99,0.6406801532776651,0.2528530309798932,3.0
1220,1.15,3.7508168426497543,G,0.1849,3.969,0.5005109105263371,0.2648178230095365,4.0
1221,1.15,3.708760723690317,K,0.0904,3.762,0.5322446436265822,0.3692158574101428,5.0
1223,1.149,3.7735670489260587,G,0.1203,3.844,0.6697816152085365,0.3265406685165618,4.0
