B-V,log.Teff [K],Absolute Mag,Mass[solMass],Vmag,Plx,Age [yr],Distance,logL,Predicted_SpT
0.36,3.831,3.2,1.38,9.1,0.006606934,900000000.0,151.3561248,0.61,F
0.39,3.822,3.41,1.31,9.31,0.006606934,1030000000.0,151.3561248,0.53,F
0.38,3.825,3.48,1.3,9.38,0.006606934,821000000.0,151.3561248,0.5,F
0.48,3.795,3.96,1.16,9.86,0.006606934,1560000000.0,151.3561248,0.32,F
-0.32,4.768,-6.78,100.65,4.32,0.00060256,419.0,1659.586907,6.71,O
-0.32,4.768,-6.78,75.85,4.32,0.00060256,783000.0,1659.586907,6.71,O
-0.22,4.275,-6.58,34.47,4.52,0.00060256,2380.0,1659.586907,5.47,O
-0.22,4.275,-6.58,24.11,4.52,0.00060256,5430000.0,1659.586907,5.47,O
-0.35,5.008,-6.43,-1.0,4.67,0.00060256,0.0,1659.586907,7.17,B
-0.35,4.964,-5.84,-1.0,5.26,0.00060256,0.0,1659.586907,6.78,B
-0.35,4.95,-5.61,-1.0,5.49,0.00060256,0.0,1659.586907,6.64,B
-0.23,4.284,-4.76,16.42,6.34,0.00060256,15300.0,1659.586907,4.51,B
-0.23,4.284,-4.76,12.85,6.34,0.00060256,13100000.0,1659.586907,4.51,B
-0.31,4.6,-4.7,29.79,6.4,0.00060256,6090.0,1659.586907,5.26,O
-0.31,4.6,-4.7,27.56,6.4,0.00060256,2270000.0,1659.586907,5.26,O
-0.3,4.5,-4.69,23.9,6.41,0.00060256,8960.0,1659.586907,5.0,B
-0.3,4.5,-4.69,20.54,6.41,0.00060256,5650000.0,1659.586907,5.0,B
-0.3,4.5,-4.69,19.32,6.41,0.00060256,7230000.0,1659.586907,5.0,B
-0.3,4.5,-4.69,19.18,6.41,0.00060256,7340000.0,1659.586907,5.0,B
-0.3,4.5,-4.66,23.66,6.44,0.00060256,9180.0,1659.586907,4.98,B
-0.3,4.5,-4.66,20.4,6.44,0.00060256,5650000.0,1659.586907,4.98,B
-0.3,4.5,-4.66,19.13,6.44,0.00060256,7340000.0,1659.586907,4.98,B
-0.3,4.5,-4.66,19.02,6.44,0.00060256,7430000.0,1659.586907,4.98,B
-0.34,4.85,-4.59,-1.0,6.51,0.00060256,0.0,1659.586907,5.95,B
-0.31,4.6,-4.32,26.78,6.78,0.00060256,14300.0,1659.586907,5.1,O
-0.31,4.6,-4.32,25.82,6.78,0.00060256,1420000.0,1659.586907,5.1,O
-0.33,4.8,-4.12,-1.0,6.98,0.00060256,0.0,1659.586907,5.62,B
-0.27,4.375,-3.85,14.24,7.25,0.00060256,25700.0,1659.586907,4.36,B
-0.27,4.375,-3.85,11.89,7.25,0.00060256,14700000.0,1659.586907,4.36,B
0.95,3.727,-3.79,9.97,7.31,0.00060256,5340.0,1659.586907,3.46,G
0.95,3.727,-3.79,7.16,7.31,0.00060256,34700000.0,1659.586907,3.46,G
0.95,3.727,-3.79,6.44,7.31,0.00060256,45900000.0,1659.586907,3.46,G
0.95,3.727,-3.79,5.59,7.31,0.00060256,69100000.0,1659.586907,3.46,G
-0.29,4.45,-3.62,15.16,7.48,0.00060256,24900.0,1659.586907,4.46,B
-0.29,4.45,-3.62,14.3,7.48,0.00060256,8220000.0,1659.586907,4.46,B
-0.33,4.8,-3.57,-1.0,7.53,0.00060256,0.0,1659.586907,5.4,B
-0.31,4.6,-3.55,-1.0,7.55,0.00060256,0.0,1659.586907,4.8,B
-0.28,4.4,-3.55,13.44,7.55,0.00060256,30900.0,1659.586907,4.3,B
-0.28,4.4,-3.55,12.3,7.55,0.00060256,12100000.0,1659.586907,4.3,B
-0.28,4.4,-3.55,11.68,7.55,0.00060256,14900000.0,1659.586907,4.3,B
-0.28,4.4,-3.55,11.49,7.55,0.00060256,15400000.0,1659.586907,4.3,B
-0.28,4.4,-3.51,13.25,7.59,0.00060256,31900.0,1659.586907,4.29,B
-0.28,4.4,-3.51,12.19,7.59,0.00060256,12100000.0,1659.586907,4.29,B
-0.28,4.4,-3.51,11.52,7.59,0.00060256,15200000.0,1659.586907,4.29,B
-0.28,4.4,-3.51,11.36,7.59,0.00060256,15600000.0,1659.586907,4.29,B
-0.27,4.375,-3.44,12.36,7.66,0.00060256,36300.0,1659.586907,4.2,B
-0.27,4.375,-3.44,11.24,7.66,0.00060256,14600000.0,1659.586907,4.2,B
-0.27,4.375,-3.44,10.94,7.66,0.00060256,16200000.0,1659.586907,4.2,B
-0.27,4.375,-3.44,10.61,7.66,0.00060256,17300000.0,1659.586907,4.2,B
-0.29,4.45,-3.04,12.7,8.06,0.00060256,45700.0,1659.586907,4.22,B
-0.29,4.45,-3.04,12.7,8.06,0.00060256,6590000.0,1659.586907,4.22,B
-0.27,4.375,-3.03,10.7,8.07,0.00060256,51600.0,1659.586907,4.04,B
-0.27,4.375,-3.03,10.27,8.07,0.00060256,14700000.0,1659.586907,4.04,B
-0.27,4.375,-3.03,9.48,8.07,0.00060256,20300000.0,1659.586907,4.04,B
-0.27,4.375,-3.03,9.46,8.07,0.00060256,20400000.0,1659.586907,4.04,B
-0.13,4.133,-3.01,7.54,8.09,0.00060256,80400.0,1659.586907,3.44,B
-0.13,4.133,-3.01,6.3,8.09,0.00060256,44300000.0,1659.586907,3.44,B
-0.27,4.375,-2.97,10.47,8.13,0.00060256,54400.0,1659.586907,4.01,B
-0.27,4.375,-2.97,10.13,8.13,0.00060256,14700000.0,1659.586907,4.01,B
-0.13,4.133,-2.95,7.42,8.15,0.00060256,84100.0,1659.586907,3.42,B
-0.13,4.133,-2.95,6.2,8.15,0.00060256,45700000.0,1659.586907,3.42,B
-0.24,4.3,-2.89,8.95,8.21,0.00060256,70300.0,1659.586907,3.8,B
-0.24,4.3,-2.89,7.95,8.21,0.00060256,27900000.0,1659.586907,3.8,B
-0.28,4.4,-2.82,10.36,8.28,0.00060256,58100.0,1659.586907,4.01,B
-0.28,4.4,-2.82,10.48,8.28,0.00060256,11600000.0,1659.586907,4.01,B
-0.27,4.375,-2.8,9.84,8.3,0.00060256,63200.0,1659.586907,3.94,B
-0.27,4.375,-2.8,9.76,8.3,0.00060256,14600000.0,1659.586907,3.94,B
-0.27,4.375,-2.8,9.84,8.3,0.00060256,63200.0,1659.586907,3.94,B
-0.27,4.375,-2.8,9.76,8.3,0.00060256,14600000.0,1659.586907,3.94,B
-0.3,4.5,-2.75,-1.0,8.35,0.00060256,0.0,1659.586907,4.22,B
-0.28,4.4,-2.74,10.06,8.36,0.00060256,62400.0,1659.586907,3.98,B
-0.28,4.4,-2.74,10.3,8.36,0.00060256,11400000.0,1659.586907,3.98,B
-0.11,4.1,-2.74,6.78,8.36,0.00060256,101000.0,1659.586907,3.26,B
-0.11,4.1,-2.74,5.63,8.36,0.00060256,55300000.0,1659.586907,3.26,B
-0.26,4.35,-2.73,9.19,8.37,0.00060256,71700.0,1659.586907,3.86,B
-0.26,4.35,-2.73,9.0,8.37,0.00060256,17800000.0,1659.586907,3.86,B
-0.26,4.35,-2.73,8.37,8.37,0.00060256,25200000.0,1659.586907,3.86,B
-0.26,4.35,-2.73,8.36,8.37,0.00060256,25200000.0,1659.586907,3.86,B
-0.29,4.45,-2.65,11.85,8.45,0.00060256,71600.0,1659.586907,4.07,B
-0.29,4.45,-2.65,11.84,8.45,0.00060256,3790000.0,1659.586907,4.07,B
-0.29,4.45,-2.51,11.57,8.59,0.00060256,81700.0,1659.586907,4.01,B
-0.29,4.45,-2.51,11.57,8.59,0.00060256,2740000.0,1659.586907,4.01,B
-0.29,4.45,-2.48,11.51,8.62,0.00060256,84000.0,1659.586907,4.0,B
-0.29,4.45,-2.48,11.51,8.62,0.00060256,2510000.0,1659.586907,4.0,B
-0.2,4.238,-2.44,7.31,8.66,0.00060256,109000.0,1659.586907,3.47,B
-0.2,4.238,-2.44,6.37,8.66,0.00060256,43100000.0,1659.586907,3.47,B
-0.01,3.994,-2.44,5.87,8.66,0.00060256,115000.0,1659.586907,2.96,B
-0.01,3.994,-2.44,4.78,8.66,0.00060256,78000000.0,1659.586907,2.96,B
-0.26,4.35,-2.36,8.24,8.74,0.00060256,95800.0,1659.586907,3.71,B
-0.26,4.35,-2.36,8.38,8.74,0.00060256,17200000.0,1659.586907,3.71,B
-0.26,4.35,-2.33,8.17,8.77,0.00060256,98100.0,1659.586907,3.7,B
-0.26,4.35,-2.33,8.33,8.77,0.00060256,17100000.0,1659.586907,3.7,B
-0.25,4.325,-2.29,7.81,8.81,0.00060256,106000.0,1659.586907,3.62,B
-0.25,4.325,-2.29,7.8,8.81,0.00060256,21700000.0,1659.586907,3.62,B
-0.14,4.15,-2.22,6.19,8.88,0.00060256,145000.0,1659.586907,3.16,B
-0.14,4.15,-2.22,5.22,8.88,0.00060256,63900000.0,1659.586907,3.16,B
1.07,3.705,-2.18,6.78,8.92,0.00060256,15100.0,1659.586907,2.85,G
1.07,3.705,-2.18,4.93,8.92,0.00060256,72700000.0,1659.586907,2.85,G
1.07,3.705,-2.18,4.36,8.92,0.00060256,111000000.0,1659.586907,2.85,G
1.07,3.705,-2.18,3.94,8.92,0.00060256,160000000.0,1659.586907,2.85,G
-0.27,4.375,-2.17,8.46,8.93,0.00060256,114000.0,1659.586907,3.69,B
-0.27,4.375,-2.17,8.62,8.93,0.00060256,10800000.0,1659.586907,3.69,B
-0.15,4.167,-2.08,6.08,9.02,0.00060256,159000.0,1659.586907,3.15,B
-0.15,4.167,-2.08,5.17,9.02,0.00060256,65100000.0,1659.586907,3.15,B
-0.22,4.267,-1.95,6.59,9.15,0.00060256,153000.0,1659.586907,3.34,B
-0.22,4.267,-1.95,6.4,9.15,0.00060256,35100000.0,1659.586907,3.34,B
-0.22,4.267,-1.95,6.03,9.15,0.00060256,47100000.0,1659.586907,3.34,B
-0.22,4.267,-1.95,5.96,9.15,0.00060256,48700000.0,1659.586907,3.34,B
-0.08,4.062,-1.93,5.3,9.17,0.00060256,186000.0,1659.586907,2.86,B
-0.08,4.062,-1.93,4.4,9.17,0.00060256,95600000.0,1659.586907,2.86,B
-0.08,4.062,-1.92,5.28,9.18,0.00060256,188000.0,1659.586907,2.86,B
-0.08,4.062,-1.92,4.39,9.18,0.00060256,96200000.0,1659.586907,2.86,B
0.57,3.785,-1.78,5.4,9.32,0.00060256,65100.0,1659.586907,2.61,F
0.57,3.785,-1.78,4.17,9.32,0.00060256,110000000.0,1659.586907,2.61,F
0.57,3.785,-1.78,3.55,9.32,0.00060256,199000000.0,1659.586907,2.61,F
0.57,3.785,-1.78,3.49,9.32,0.00060256,213000000.0,1659.586907,2.61,F
-0.01,3.994,-1.77,4.92,9.33,0.00060256,195000.0,1659.586907,2.69,B
-0.01,3.994,-1.77,4.03,9.33,0.00060256,119000000.0,1659.586907,2.69,B
-0.27,4.375,-1.76,8.03,9.34,0.00060256,164000.0,1659.586907,3.53,B
-0.27,4.375,-1.76,8.09,9.34,0.00060256,5040000.0,1659.586907,3.53,B
-0.26,4.35,-1.72,7.4,9.38,0.00060256,175000.0,1659.586907,3.45,B
-0.26,4.35,-1.72,7.51,9.38,0.00060256,9230000.0,1659.586907,3.45,B
-0.27,4.375,-1.68,7.95,9.42,0.00060256,175000.0,1659.586907,3.5,B
-0.27,4.375,-1.68,8.0,9.42,0.00060256,4020000.0,1659.586907,3.5,B
-0.21,4.25,-1.63,5.89,9.47,0.00060256,201000.0,1659.586907,3.17,B
-0.21,4.25,-1.63,5.79,9.47,0.00060256,39900000.0,1659.586907,3.17,B
-0.21,4.25,-1.63,5.35,9.47,0.00060256,59800000.0,1659.586907,3.17,B
-0.21,4.25,-1.63,5.35,9.47,0.00060256,59800000.0,1659.586907,3.17,B
-0.07,4.05,-1.63,4.84,9.47,0.00060256,236000.0,1659.586907,2.72,B
-0.07,4.05,-1.63,4.03,9.47,0.00060256,119000000.0,1659.586907,2.72,B
-0.26,4.35,-1.59,7.28,9.51,0.00060256,195000.0,1659.586907,3.4,B
-0.26,4.35,-1.59,7.36,9.51,0.00060256,6940000.0,1659.586907,3.4,B
-0.23,4.283,-1.43,5.8,9.67,0.00060256,226000.0,1659.586907,3.17,B
-0.23,4.283,-1.43,6.0,9.67,0.00060256,27500000.0,1659.586907,3.17,B
0.05,3.956,-1.41,4.45,9.69,0.00060256,243000.0,1659.586907,2.5,B
0.05,3.956,-1.41,3.61,9.69,0.00060256,156000000.0,1659.586907,2.5,B
-0.01,3.994,-1.36,4.42,9.74,0.00060256,276000.0,1659.586907,2.53,B
-0.01,3.994,-1.36,3.63,9.74,0.00060256,154000000.0,1659.586907,2.53,B
1.13,3.674,-1.36,5.91,9.74,0.00060256,17000.0,1659.586907,2.59,G
1.13,3.674,-1.36,4.31,9.74,0.00060256,102000000.0,1659.586907,2.59,G
1.13,3.674,-1.36,3.83,9.74,0.00060256,153000000.0,1659.586907,2.59,G
1.13,3.674,-1.36,3.43,9.74,0.00060256,230000000.0,1659.586907,2.59,G
1.22,3.655,-1.34,6.1,9.76,0.00060256,10000.0,1659.586907,2.63,K
1.22,3.655,-1.34,4.41,9.76,0.00060256,95900000.0,1659.586907,2.63,K
1.22,3.655,-1.34,3.97,9.76,0.00060256,138000000.0,1659.586907,2.63,K
1.22,3.655,-1.34,3.51,9.76,0.00060256,217000000.0,1659.586907,2.63,K
0.0,3.988,-1.26,4.3,9.84,0.00060256,297000.0,1659.586907,2.48,B
0.0,3.988,-1.26,3.52,9.84,0.00060256,166000000.0,1659.586907,2.48,B
-0.19,4.225,-1.15,4.97,9.95,0.00060256,306000.0,1659.586907,2.92,B
-0.19,4.225,-1.15,4.98,9.95,0.00060256,47700000.0,1659.586907,2.92,B
-0.2,4.238,-1.12,5.0,9.98,0.00060256,308000.0,1659.586907,2.94,B
-0.2,4.238,-1.12,5.09,9.98,0.00060256,41600000.0,1659.586907,2.94,B
-0.13,4.133,-1.1,4.44,10.0,0.00060256,371000.0,1659.586907,2.68,B
-0.13,4.133,-1.1,3.89,10.0,0.00060256,128000000.0,1659.586907,2.68,B
-0.18,4.212,-1.06,4.77,10.04,0.00060256,341000.0,1659.586907,2.85,B
-0.18,4.212,-1.06,4.77,10.04,0.00060256,53600000.0,1659.586907,2.85,B
-0.08,4.062,-1.05,4.16,10.05,0.00060256,396000.0,1659.586907,2.51,B
-0.08,4.062,-1.05,3.51,10.05,0.00060256,167000000.0,1659.586907,2.51,B
-0.04,4.02,-1.03,4.07,10.07,0.00060256,384000.0,1659.586907,2.43,B
-0.04,4.02,-1.03,3.38,10.07,0.00060256,183000000.0,1659.586907,2.43,B
-0.22,4.267,-0.98,5.21,10.12,0.00060256,357000.0,1659.586907,2.95,B
-0.22,4.267,-0.98,5.34,10.12,0.00060256,20300000.0,1659.586907,2.95,B
-0.04,4.02,-0.85,3.88,10.25,0.00060256,451000.0,1659.586907,2.36,B
-0.04,4.02,-0.85,3.23,10.25,0.00060256,205000000.0,1659.586907,2.36,B
-0.19,4.225,-0.83,4.55,10.27,0.00060256,421000.0,1659.586907,2.79,B
-0.19,4.225,-0.83,4.7,10.27,0.00060256,43700000.0,1659.586907,2.79,B
-0.18,4.212,-0.8,4.41,10.3,0.00060256,438000.0,1659.586907,2.75,B
-0.18,4.212,-0.8,4.56,10.3,0.00060256,50400000.0,1659.586907,2.75,B
-0.07,4.05,-0.72,3.76,10.38,0.00060256,533000.0,1659.586907,2.36,B
-0.07,4.05,-0.72,3.19,10.38,0.00060256,211000000.0,1659.586907,2.36,B
-0.16,4.183,-0.69,4.13,10.41,0.00060256,513000.0,1659.586907,2.63,B
-0.16,4.183,-0.69,4.21,10.41,0.00060256,68300000.0,1659.586907,2.63,B
0.87,3.715,-0.3,4.17,10.8,0.00060256,99700.0,1659.586907,2.09,G
0.87,3.715,-0.3,3.19,10.8,0.00060256,214000000.0,1659.586907,2.09,G
0.87,3.715,-0.3,2.78,10.8,0.00060256,358000000.0,1659.586907,2.09,G
0.87,3.715,-0.3,2.73,10.8,0.00060256,380000000.0,1659.586907,2.09,G
-0.15,4.167,-0.08,3.56,11.02,0.00060256,1050000.0,1659.586907,2.35,B
-0.15,4.167,-0.08,3.66,11.02,0.00060256,53300000.0,1659.586907,2.35,B
-0.1,4.087,0.33,2.78,11.43,0.00060256,1560000.0,1659.586907,2.01,B
-0.1,4.087,0.33,2.9,11.43,0.00060256,156000000.0,1659.586907,2.01,B
0.05,3.956,0.74,2.48,11.84,0.00060256,1700000.0,1659.586907,1.64,A
0.05,3.956,0.74,2.09,11.84,0.00060256,668000000.0,1659.586907,1.64,A
0.04,3.963,0.86,2.39,11.96,0.00060256,1960000.0,1659.586907,1.6,A
0.04,3.963,0.86,2.05,11.96,0.00060256,702000000.0,1659.586907,1.6,A
2.52,3.065,1.78,-1.0,12.88,0.00060256,0.0,1659.586907,5.46,K
2.78,2.74,1.84,-1.0,12.94,0.00060256,0.0,1659.586907,7.36,K
1.82,3.629,2.07,2.61,13.17,0.00060256,350000000.0,1659.586907,1.98,K
1.82,3.629,2.07,2.61,13.17,0.00060256,354000000.0,1659.586907,1.98,K
1.82,3.629,2.07,2.57,13.17,0.00060256,539000000.0,1659.586907,1.98,K
0.8,3.858,2.1,2.36,13.2,0.00060256,444000000.0,1659.586907,1.67,F
0.47,4.03,2.34,2.66,13.44,0.00060256,97200000.0,1659.586907,1.73,B
2.23,3.428,2.35,-1.0,13.45,0.00060256,0.0,1659.586907,3.09,K
0.82,3.85,2.37,2.2,13.47,0.00060256,541000000.0,1659.586907,1.56,F
1.83,3.627,2.42,2.3,13.52,0.00060256,709000000.0,1659.586907,1.85,K
0.69,3.9,2.43,2.15,13.53,0.00060256,558000000.0,1659.586907,1.54,A
1.81,3.631,2.43,2.33,13.53,0.00060256,497000000.0,1659.586907,1.83,K
1.81,3.631,2.43,2.33,13.53,0.00060256,497000000.0,1659.586907,1.83,K
1.81,3.631,2.43,2.34,13.53,0.00060256,680000000.0,1659.586907,1.83,K
1.78,3.638,2.53,2.37,13.63,0.00060256,471000000.0,1659.586907,1.76,K
1.78,3.638,2.53,2.37,13.63,0.00060256,477000000.0,1659.586907,1.76,K
1.78,3.638,2.53,2.33,13.63,0.00060256,681000000.0,1659.586907,1.76,K
0.77,3.869,2.58,2.08,13.68,0.00060256,634000000.0,1659.586907,1.48,F
0.51,3.994,2.58,2.42,13.68,0.00060256,166000000.0,1659.586907,1.58,A
0.42,4.087,2.58,2.85,13.68,0.00060256,-1.0,1659.586907,1.73,B
1.6,3.674,2.6,2.89,13.7,0.00060256,252000000.0,1659.586907,1.63,K
1.05,3.784,2.63,2.2,13.73,0.00060256,555000000.0,1659.586907,1.48,F
0.49,4.01,2.64,2.45,13.74,0.00060256,96600000.0,1659.586907,1.58,A
0.69,3.9,2.65,2.04,13.75,0.00060256,629000000.0,1659.586907,1.46,A
1.89,3.615,2.69,1.61,13.79,0.00060256,1780000000.0,1659.586907,1.79,K
0.77,3.869,2.72,2.0,13.82,0.00060256,696000000.0,1659.586907,1.42,F
1.75,3.644,2.77,2.29,13.87,0.00060256,523000000.0,1659.586907,1.64,K
1.75,3.644,2.77,2.29,13.87,0.00060256,532000000.0,1659.586907,1.64,K
1.75,3.644,2.77,2.24,13.87,0.00060256,747000000.0,1659.586907,1.64,K
0.78,3.865,2.78,1.97,13.88,0.00060256,726000000.0,1659.586907,1.4,F
1.6,3.674,2.85,2.68,13.95,0.00060256,316000000.0,1659.586907,1.53,K
1.64,3.666,2.88,2.63,13.98,0.00060256,334000000.0,1659.586907,1.54,K
1.64,3.666,2.88,2.57,13.98,0.00060256,392000000.0,1659.586907,1.54,K
1.64,3.666,2.88,2.52,13.98,0.00060256,451000000.0,1659.586907,1.54,K
0.53,3.981,2.9,2.25,14.0,0.00060256,144000000.0,1659.586907,1.43,A
0.83,3.847,2.9,1.92,14.0,0.00060256,794000000.0,1659.586907,1.35,F
0.81,3.854,2.91,1.91,14.01,0.00060256,801000000.0,1659.586907,1.34,F
0.54,3.975,3.19,2.13,14.29,0.00060256,50200000.0,1659.586907,1.31,A
1.68,3.658,3.25,2.17,14.35,0.00060256,606000000.0,1659.586907,1.41,K
1.68,3.658,3.25,2.17,14.35,0.00060256,634000000.0,1659.586907,1.41,K
1.68,3.658,3.25,2.1,14.35,0.00060256,860000000.0,1659.586907,1.41,K
0.78,3.865,3.37,1.73,14.47,0.00060256,978000000.0,1659.586907,1.16,F
0.63,3.927,3.49,1.89,14.59,0.00060256,255000000.0,1659.586907,1.14,A
0.65,3.918,3.52,1.86,14.62,0.00060256,317000000.0,1659.586907,1.12,A
0.58,3.95,3.53,1.94,14.63,0.00060256,13800000.0,1659.586907,1.14,A
0.92,3.819,3.66,1.61,14.76,0.00060256,1330000000.0,1659.586907,1.05,F
0.73,3.885,3.67,1.77,14.77,0.00060256,556000000.0,1659.586907,1.05,A
0.63,3.927,3.8,1.8,14.9,0.00060256,22300000.0,1659.586907,1.02,A
0.69,3.9,3.87,1.72,14.97,0.00060256,305000000.0,1659.586907,0.97,A
0.8,3.858,3.91,1.67,15.01,0.00060256,752000000.0,1659.586907,0.95,F
0.8,3.858,3.91,1.57,15.01,0.00060256,1120000000.0,1659.586907,0.95,F
0.8,3.858,3.91,1.57,15.01,0.00060256,1130000000.0,1659.586907,0.95,F
0.72,3.888,3.92,1.69,15.02,0.00060256,413000000.0,1659.586907,0.95,A
0.73,3.885,4.08,1.63,15.18,0.00060256,354000000.0,1659.586907,0.88,F
0.75,3.877,4.15,1.6,15.25,0.00060256,410000000.0,1659.586907,0.85,F
0.76,3.873,4.23,1.57,15.33,0.00060256,403000000.0,1659.586907,0.82,F
0.81,3.854,4.24,1.55,15.34,0.00060256,688000000.0,1659.586907,0.81,F
0.8,3.858,4.3,1.54,15.4,0.00060256,594000000.0,1659.586907,0.79,F
0.8,3.858,4.33,1.53,15.43,0.00060256,569000000.0,1659.586907,0.78,F
0.76,3.873,4.34,1.55,15.44,0.00060256,270000000.0,1659.586907,0.78,F
0.83,3.847,4.39,1.5,15.49,0.00060256,707000000.0,1659.586907,0.75,F
0.75,3.877,4.42,1.53,15.52,0.00060256,71700000.0,1659.586907,0.74,F
0.84,3.844,4.51,1.46,15.61,0.00060256,728000000.0,1659.586907,0.71,F
0.8,3.858,4.54,1.47,15.64,0.00060256,373000000.0,1659.586907,0.69,F
0.93,3.816,4.56,1.43,15.66,0.00060256,1280000000.0,1659.586907,0.69,F
0.93,3.816,4.56,1.37,15.66,0.00060256,1820000000.0,1659.586907,0.69,F
0.93,3.816,4.56,1.33,15.66,0.00060256,2190000000.0,1659.586907,0.69,F
0.71,3.892,4.58,1.53,15.68,0.00060256,-1.0,1659.586907,0.68,F
0.78,3.865,4.64,1.46,15.74,0.00060256,15400000.0,1659.586907,0.65,F
0.8,3.858,4.64,1.45,15.74,0.00060256,235000000.0,1659.586907,0.65,F
0.8,3.858,4.71,1.43,15.81,0.00060256,128000000.0,1659.586907,0.63,F
0.83,3.847,4.74,1.4,15.84,0.00060256,437000000.0,1659.586907,0.61,F
0.95,3.809,4.89,1.32,15.99,0.00060256,1510000000.0,1659.586907,0.57,F
0.9,3.825,4.91,1.33,16.01,0.00060256,977000000.0,1659.586907,0.55,F
0.98,3.8,4.93,1.3,16.03,0.00060256,1840000000.0,1659.586907,0.55,F
0.98,3.8,4.93,1.23,16.03,0.00060256,2820000000.0,1659.586907,0.55,F
0.98,3.8,4.93,1.22,16.03,0.00060256,3040000000.0,1659.586907,0.55,F
0.76,3.873,4.94,1.42,16.04,0.00060256,-1.0,1659.586907,0.54,F
0.88,3.831,4.96,1.33,16.06,0.00060256,692000000.0,1659.586907,0.53,F
0.76,3.873,4.97,1.41,16.07,0.00060256,-1.0,1659.586907,0.52,F
0.85,3.841,4.99,1.34,16.09,0.00060256,237000000.0,1659.586907,0.52,F
0.96,3.806,5.02,1.28,16.12,0.00060256,1590000000.0,1659.586907,0.51,F
0.94,3.813,5.11,1.27,16.21,0.00060256,1270000000.0,1659.586907,0.48,F
0.99,3.798,5.13,1.24,16.23,0.00060256,1920000000.0,1659.586907,0.47,F
0.98,3.8,5.18,1.24,16.28,0.00060256,1780000000.0,1659.586907,0.45,F
1.06,3.782,5.19,1.2,16.29,0.00060256,2790000000.0,1659.586907,0.46,F
1.06,3.782,5.19,1.17,16.29,0.00060256,3450000000.0,1659.586907,0.46,F
1.06,3.782,5.19,1.14,16.29,0.00060256,4190000000.0,1659.586907,0.46,F
0.8,3.858,5.22,1.33,16.32,0.00060256,-1.0,1659.586907,0.42,F
1.02,3.791,5.3,1.19,16.4,0.00060256,2190000000.0,1659.586907,0.41,F
0.28,4.3,-1.99,11.24,10.41,0.000331131,40200.0,3019.95172,4.06,B
0.28,4.3,-1.99,9.42,10.41,0.000331131,20600000.0,3019.95172,4.06,B
1.24,3.766,-1.26,7.2,11.14,0.000331131,20800.0,3019.95172,3.03,G
1.24,3.766,-1.26,5.4,11.14,0.000331131,60400000.0,3019.95172,3.03,G
1.24,3.766,-1.26,4.68,11.14,0.000331131,94700000.0,3019.95172,3.03,G
1.24,3.766,-1.26,4.36,11.14,0.000331131,123000000.0,3019.95172,3.03,G
0.24,4.4,-0.6,9.14,11.8,0.000331131,114000.0,3019.95172,3.75,B
0.24,4.4,-0.6,9.23,11.8,0.000331131,5880000.0,3019.95172,3.75,B
0.41,4.1,-0.24,5.25,12.16,0.000331131,208000.0,3019.95172,2.88,B
0.41,4.1,-0.24,4.4,12.16,0.000331131,95400000.0,3019.95172,2.88,B
0.33,4.225,0.27,5.18,12.67,0.000331131,273000.0,3019.95172,2.98,B
0.33,4.225,0.27,5.12,12.67,0.000331131,48600000.0,3019.95172,2.98,B
0.31,4.25,0.28,5.32,12.68,0.000331131,266000.0,3019.95172,3.03,B
0.31,4.25,0.28,5.4,12.68,0.000331131,38000000.0,3019.95172,3.03,B
0.36,4.183,0.38,4.79,12.78,0.000331131,321000.0,3019.95172,2.83,B
0.36,4.183,0.38,4.6,12.78,0.000331131,71200000.0,3019.95172,2.83,B
0.36,4.183,0.38,4.42,12.78,0.000331131,90600000.0,3019.95172,2.83,B
0.36,4.183,0.38,4.31,12.78,0.000331131,97900000.0,3019.95172,2.83,B
0.34,4.212,0.66,4.55,13.06,0.000331131,397000.0,3019.95172,2.79,B
0.34,4.212,0.66,4.64,13.06,0.000331131,51900000.0,3019.95172,2.79,B
0.26,4.35,0.67,-1.0,13.07,0.000331131,0.0,3019.95172,3.12,B
0.33,4.225,0.73,4.55,13.13,0.000331131,421000.0,3019.95172,2.79,B
0.33,4.225,0.73,4.7,13.13,0.000331131,43700000.0,3019.95172,2.79,B
0.47,4.03,0.73,3.86,13.13,0.000331131,467000.0,3019.95172,2.37,B
0.47,4.03,0.73,3.23,13.13,0.000331131,205000000.0,3019.95172,2.37,B
0.46,4.04,0.9,3.69,13.3,0.000331131,555000.0,3019.95172,2.32,B
0.46,4.04,0.9,3.11,13.3,0.000331131,223000000.0,3019.95172,2.32,B
0.41,4.1,0.92,3.77,13.32,0.000331131,587000.0,3019.95172,2.42,B
0.41,4.1,0.92,3.33,13.32,0.000331131,185000000.0,3019.95172,2.42,B
0.38,4.15,0.92,3.93,13.32,0.000331131,568000.0,3019.95172,2.53,B
0.38,4.15,0.92,3.89,13.32,0.000331131,96000000.0,3019.95172,2.53,B
0.4,4.117,0.94,3.8,13.34,0.000331131,594000.0,3019.95172,2.45,B
0.4,4.117,0.94,3.64,13.34,0.000331131,132000000.0,3019.95172,2.45,B
0.4,4.117,0.94,3.56,13.34,0.000331131,151000000.0,3019.95172,2.45,B
0.4,4.117,0.94,3.42,13.34,0.000331131,173000000.0,3019.95172,2.45,B
0.36,4.183,1.14,3.87,13.54,0.000331131,695000.0,3019.95172,2.53,B
0.36,4.183,1.14,4.01,13.54,0.000331131,61100000.0,3019.95172,2.53,B
