B-V,log.Teff [K],Absolute Mag,Mass[solMass],Vmag,Plx,Age [yr],Distance,logL,Predicted_SpT
0.46,3.896,2.57,1.81,14.38,0.00043451,775000000.0,2301.441817,1.2,A
0.51,3.877,2.57,1.77,14.38,0.00043451,896000000.0,2301.441817,1.2,A
1.18,3.71,2.57,2.19,14.38,0.00043451,576000000.0,2301.441817,1.29,K
0.84,3.777,2.59,1.82,14.4,0.00043451,977000000.0,2301.441817,1.21,G
0.96,3.751,2.59,1.91,14.4,0.00043451,851000000.0,2301.441817,1.23,G
0.94,3.755,2.6,1.89,14.41,0.00043451,883000000.0,2301.441817,1.22,G
0.67,3.822,2.62,1.74,14.43,0.00043451,1070000000.0,2301.441817,1.18,F
0.81,3.784,2.62,1.79,14.43,0.00043451,1020000000.0,2301.441817,1.2,F
0.72,3.806,2.63,1.75,14.44,0.00043451,1060000000.0,2301.441817,1.18,F
0.64,3.831,2.63,1.73,14.44,0.00043451,1080000000.0,2301.441817,1.17,F
0.81,3.784,2.63,1.79,14.44,0.00043451,1020000000.0,2301.441817,1.19,F
0.74,3.8,2.64,1.75,14.45,0.00043451,1060000000.0,2301.441817,1.18,F
0.38,3.932,2.66,1.94,14.47,0.00043451,267000000.0,2301.441817,1.19,A
0.48,3.888,2.67,1.88,14.48,0.00043451,568000000.0,2301.441817,1.16,A
0.48,3.888,2.67,1.79,14.48,0.00043451,777000000.0,2301.441817,1.16,A
0.48,3.888,2.67,1.76,14.48,0.00043451,834000000.0,2301.441817,1.16,A
0.62,3.837,2.68,1.7,14.49,0.00043451,1110000000.0,2301.441817,1.15,F
0.53,3.869,2.71,1.72,14.52,0.00043451,978000000.0,2301.441817,1.14,A
0.56,3.858,2.72,1.7,14.53,0.00043451,1040000000.0,2301.441817,1.13,F
0.48,3.888,2.72,1.86,14.53,0.00043451,563000000.0,2301.441817,1.14,A
0.48,3.888,2.72,1.75,14.53,0.00043451,835000000.0,2301.441817,1.14,A
0.48,3.888,2.72,1.75,14.53,0.00043451,838000000.0,2301.441817,1.14,A
0.5,3.881,2.72,1.85,14.53,0.00043451,619000000.0,2301.441817,1.14,A
0.5,3.881,2.72,1.8,14.53,0.00043451,757000000.0,2301.441817,1.14,A
0.5,3.881,2.72,1.73,14.53,0.00043451,894000000.0,2301.441817,1.14,A
1.19,3.708,2.72,2.11,14.53,0.00043451,645000000.0,2301.441817,1.23,K
0.4,3.923,2.73,1.9,14.54,0.00043451,310000000.0,2301.441817,1.15,A
0.45,3.9,2.74,1.86,14.55,0.00043451,479000000.0,2301.441817,1.13,A
0.4,3.923,2.74,1.89,14.55,0.00043451,305000000.0,2301.441817,1.15,A
0.38,3.932,2.74,1.91,14.55,0.00043451,233000000.0,2301.441817,1.15,A
0.98,3.747,2.76,1.84,14.57,0.00043451,959000000.0,2301.441817,1.16,G
0.54,3.865,2.77,1.69,14.58,0.00043451,1020000000.0,2301.441817,1.11,A
0.53,3.869,2.77,1.7,14.58,0.00043451,991000000.0,2301.441817,1.12,A
0.81,3.784,2.78,1.71,14.59,0.00043451,1150000000.0,2301.441817,1.13,F
0.84,3.777,2.79,1.72,14.6,0.00043451,1150000000.0,2301.441817,1.13,G
0.71,3.809,2.8,1.67,14.61,0.00043451,1200000000.0,2301.441817,1.11,F
0.82,3.782,2.8,1.71,14.61,0.00043451,1170000000.0,2301.441817,1.13,F
0.32,3.963,2.81,1.98,14.62,0.00043451,-1.0,2301.441817,1.16,A
0.65,3.828,2.82,1.65,14.63,0.00043451,1220000000.0,2301.441817,1.1,F
0.45,3.9,2.83,1.82,14.64,0.00043451,456000000.0,2301.441817,1.1,A
0.51,3.877,2.83,1.81,14.64,0.00043451,636000000.0,2301.441817,1.09,A
0.51,3.877,2.83,1.73,14.64,0.00043451,848000000.0,2301.441817,1.09,A
0.51,3.877,2.83,1.7,14.64,0.00043451,933000000.0,2301.441817,1.09,A
0.9,3.764,2.85,1.72,14.66,0.00043451,1170000000.0,2301.441817,1.12,G
0.71,3.809,2.86,1.65,14.67,0.00043451,1260000000.0,2301.441817,1.09,F
0.45,3.9,2.86,1.81,14.67,0.00043451,447000000.0,2301.441817,1.08,A
0.34,3.95,2.86,1.93,14.67,0.00043451,-1.0,2301.441817,1.12,A
0.67,3.822,2.87,1.63,14.68,0.00043451,1270000000.0,2301.441817,1.08,F
0.31,3.969,2.87,1.98,14.68,0.00043451,-1.0,2301.441817,1.14,A
0.58,3.85,2.87,1.64,14.68,0.00043451,1150000000.0,2301.441817,1.07,F
1.02,3.738,2.88,1.82,14.69,0.00043451,998000000.0,2301.441817,1.13,K
0.39,3.927,2.9,1.85,14.71,0.00043451,175000000.0,2301.441817,1.09,A
0.49,3.885,2.9,1.79,14.71,0.00043451,566000000.0,2301.441817,1.07,A
0.76,3.795,2.91,1.64,14.72,0.00043451,1290000000.0,2301.441817,1.07,F
0.8,3.786,2.91,1.65,14.72,0.00043451,1280000000.0,2301.441817,1.08,F
0.87,3.77,2.92,1.67,14.73,0.00043451,1260000000.0,2301.441817,1.08,G
1.06,3.731,2.93,1.83,14.74,0.00043451,978000000.0,2301.441817,1.12,K
0.57,3.854,2.94,1.62,14.75,0.00043451,1150000000.0,2301.441817,1.04,F
0.49,3.885,2.96,1.76,14.77,0.00043451,554000000.0,2301.441817,1.04,A
0.64,3.831,2.97,1.6,14.78,0.00043451,1310000000.0,2301.441817,1.04,F
0.67,3.822,2.97,1.59,14.78,0.00043451,1340000000.0,2301.441817,1.04,F
0.49,3.885,3.0,1.75,14.81,0.00043451,542000000.0,2301.441817,1.03,A
0.63,3.834,3.01,1.58,14.82,0.00043451,1300000000.0,2301.441817,1.02,F
0.79,3.789,3.02,1.6,14.83,0.00043451,1390000000.0,2301.441817,1.03,F
0.64,3.831,3.04,1.57,14.85,0.00043451,1340000000.0,2301.441817,1.01,F
0.5,3.881,3.04,1.73,14.85,0.00043451,567000000.0,2301.441817,1.01,A
0.74,3.8,3.05,1.58,14.86,0.00043451,1430000000.0,2301.441817,1.02,F
0.49,3.885,3.09,1.72,14.9,0.00043451,512000000.0,2301.441817,0.99,A
0.62,3.837,3.11,1.56,14.92,0.00043451,1330000000.0,2301.441817,0.98,F
0.65,3.828,3.11,1.55,14.92,0.00043451,1400000000.0,2301.441817,0.98,F
0.88,3.768,3.13,1.58,14.94,0.00043451,1480000000.0,2301.441817,1.0,G
0.43,3.909,3.13,1.74,14.94,0.00043451,201000000.0,2301.441817,0.98,A
0.46,3.896,3.13,1.72,14.94,0.00043451,363000000.0,2301.441817,0.98,A
0.87,3.77,3.14,1.57,14.95,0.00043451,1490000000.0,2301.441817,1.0,G
0.44,3.905,3.15,1.73,14.96,0.00043451,245000000.0,2301.441817,0.97,A
0.44,3.905,3.15,1.73,14.96,0.00043451,245000000.0,2301.441817,0.97,A
0.61,3.841,3.16,1.55,14.97,0.00043451,1320000000.0,2301.441817,0.96,F
0.56,3.858,3.16,1.68,14.97,0.00043451,757000000.0,2301.441817,0.96,F
0.56,3.858,3.16,1.59,14.97,0.00043451,1070000000.0,2301.441817,0.96,F
0.56,3.858,3.16,1.57,14.97,0.00043451,1130000000.0,2301.441817,0.96,F
0.56,3.858,3.16,1.68,14.97,0.00043451,757000000.0,2301.441817,0.96,F
0.56,3.858,3.16,1.59,14.97,0.00043451,1070000000.0,2301.441817,0.96,F
0.56,3.858,3.16,1.57,14.97,0.00043451,1130000000.0,2301.441817,0.96,F
0.42,3.914,3.16,1.75,14.97,0.00043451,112000000.0,2301.441817,0.97,A
0.52,3.873,3.18,1.68,14.99,0.00043451,599000000.0,2301.441817,0.95,A
0.94,3.755,3.19,1.57,15.0,0.00043451,1510000000.0,2301.441817,0.99,G
0.78,3.791,3.2,1.52,15.01,0.00043451,1580000000.0,2301.441817,0.96,F
0.69,3.816,3.21,1.51,15.02,0.00043451,1550000000.0,2301.441817,0.95,F
0.75,3.798,3.22,1.51,15.03,0.00043451,1600000000.0,2301.441817,0.95,F
0.45,3.9,3.23,1.69,15.04,0.00043451,232000000.0,2301.441817,0.94,A
0.87,3.77,3.24,1.53,15.05,0.00043451,1610000000.0,2301.441817,0.96,G
0.63,3.834,3.25,1.51,15.06,0.00043451,1400000000.0,2301.441817,0.93,F
0.66,3.825,3.26,1.5,15.07,0.00043451,1490000000.0,2301.441817,0.92,F
0.66,3.825,3.26,1.5,15.07,0.00043451,1490000000.0,2301.441817,0.92,F
0.54,3.865,3.26,1.64,15.07,0.00043451,656000000.0,2301.441817,0.92,F
0.53,3.869,3.27,1.64,15.08,0.00043451,608000000.0,2301.441817,0.92,F
0.66,3.825,3.27,1.5,15.08,0.00043451,1500000000.0,2301.441817,0.92,F
0.55,3.862,3.27,1.64,15.08,0.00043451,695000000.0,2301.441817,0.91,F
0.5,3.881,3.28,1.65,15.09,0.00043451,463000000.0,2301.441817,0.91,A
0.45,3.9,3.28,1.68,15.09,0.00043451,179000000.0,2301.441817,0.92,A
0.51,3.877,3.28,1.65,15.09,0.00043451,515000000.0,2301.441817,0.91,A
0.64,3.831,3.29,1.5,15.1,0.00043451,1450000000.0,2301.441817,0.91,F
0.52,3.873,3.3,1.64,15.11,0.00043451,551000000.0,2301.441817,0.9,A
0.52,3.873,3.3,1.64,15.11,0.00043451,551000000.0,2301.441817,0.9,A
0.57,3.854,3.3,1.62,15.11,0.00043451,768000000.0,2301.441817,0.9,F
0.83,3.78,3.32,1.49,15.13,0.00043451,1720000000.0,2301.441817,0.92,F
0.66,3.825,3.32,1.48,15.13,0.00043451,1550000000.0,2301.441817,0.9,F
0.7,3.813,3.33,1.47,15.14,0.00043451,1700000000.0,2301.441817,0.9,F
0.42,3.914,3.34,1.7,15.15,0.00043451,-1.0,2301.441817,0.9,A
0.55,3.862,3.34,1.61,15.15,0.00043451,670000000.0,2301.441817,0.89,F
0.62,3.837,3.34,1.61,15.15,0.00043451,950000000.0,2301.441817,0.89,F
0.62,3.837,3.34,1.58,15.15,0.00043451,1070000000.0,2301.441817,0.89,F
0.62,3.837,3.34,1.49,15.15,0.00043451,1400000000.0,2301.441817,0.89,F
0.47,3.892,3.35,1.65,15.16,0.00043451,233000000.0,2301.441817,0.89,A
0.83,3.78,3.35,1.48,15.16,0.00043451,1780000000.0,2301.441817,0.91,F
0.33,3.956,3.37,1.8,15.18,0.00043451,-1.0,2301.441817,0.92,A
0.57,3.854,3.37,1.6,15.18,0.00043451,750000000.0,2301.441817,0.87,F
0.6,3.844,3.37,1.6,15.18,0.00043451,866000000.0,2301.441817,0.87,F
0.6,3.844,3.37,1.52,15.18,0.00043451,1210000000.0,2301.441817,0.87,F
0.6,3.844,3.37,1.5,15.18,0.00043451,1300000000.0,2301.441817,0.87,F
0.72,3.806,3.37,1.45,15.18,0.00043451,1800000000.0,2301.441817,0.89,F
0.55,3.862,3.38,1.6,15.19,0.00043451,653000000.0,2301.441817,0.87,F
0.51,3.877,3.39,1.61,15.2,0.00043451,440000000.0,2301.441817,0.87,A
0.75,3.798,3.4,1.44,15.21,0.00043451,1890000000.0,2301.441817,0.88,F
1.01,3.739,3.4,1.54,15.21,0.00043451,1630000000.0,2301.441817,0.92,K
0.8,3.786,3.41,1.45,15.22,0.00043451,1890000000.0,2301.441817,0.88,F
0.91,3.761,3.42,1.46,15.23,0.00043451,1870000000.0,2301.441817,0.89,G
0.5,3.881,3.43,1.61,15.24,0.00043451,354000000.0,2301.441817,0.85,F
0.46,3.896,3.43,1.64,15.24,0.00043451,71200000.0,2301.441817,0.86,A
0.63,3.834,3.44,1.57,15.25,0.00043451,969000000.0,2301.441817,0.85,F
0.63,3.834,3.44,1.52,15.25,0.00043451,1180000000.0,2301.441817,0.85,F
0.63,3.834,3.44,1.46,15.25,0.00043451,1500000000.0,2301.441817,0.85,F
0.51,3.877,3.47,1.59,15.28,0.00043451,378000000.0,2301.441817,0.84,F
0.83,3.78,3.48,1.42,15.29,0.00043451,2020000000.0,2301.441817,0.86,F
0.46,3.896,3.48,1.62,15.29,0.00043451,8230000.0,2301.441817,0.84,A
0.52,3.873,3.5,1.58,15.31,0.00043451,411000000.0,2301.441817,0.82,F
0.78,3.791,3.52,1.4,15.33,0.00043451,2110000000.0,2301.441817,0.83,F
0.51,3.877,3.52,1.58,15.33,0.00043451,322000000.0,2301.441817,0.82,F
0.5,3.881,3.53,1.58,15.34,0.00043451,231000000.0,2301.441817,0.81,F
0.86,3.773,3.54,1.41,15.35,0.00043451,2130000000.0,2301.441817,0.84,G
0.56,3.858,3.55,1.54,15.36,0.00043451,618000000.0,2301.441817,0.8,F
0.58,3.85,3.56,1.54,15.37,0.00043451,720000000.0,2301.441817,0.8,F
0.57,3.854,3.56,1.54,15.37,0.00043451,667000000.0,2301.441817,0.8,F
0.42,3.914,3.57,1.64,15.38,0.00043451,-1.0,2301.441817,0.81,F
0.54,3.865,3.58,1.54,15.39,0.00043451,466000000.0,2301.441817,0.79,F
0.57,3.854,3.58,1.53,15.39,0.00043451,656000000.0,2301.441817,0.79,F
0.54,3.865,3.59,1.54,15.4,0.00043451,457000000.0,2301.441817,0.79,F
0.51,3.877,3.6,1.56,15.41,0.00043451,216000000.0,2301.441817,0.78,F
0.53,3.869,3.61,1.54,15.42,0.00043451,368000000.0,2301.441817,0.78,F
0.51,3.877,3.63,1.55,15.44,0.00043451,174000000.0,2301.441817,0.77,F
0.58,3.85,3.65,1.51,15.46,0.00043451,670000000.0,2301.441817,0.76,F
0.5,3.881,3.65,1.55,15.46,0.00043451,66000000.0,2301.441817,0.76,F
0.79,3.789,3.67,1.35,15.48,0.00043451,2410000000.0,2301.441817,0.77,F
0.64,3.831,3.69,1.49,15.5,0.00043451,956000000.0,2301.441817,0.75,F
1.0,3.741,3.69,1.39,15.5,0.00043451,2340000000.0,2301.441817,0.8,K
0.72,3.806,3.69,1.35,15.5,0.00043451,2230000000.0,2301.441817,0.76,F
0.71,3.809,3.7,1.35,15.51,0.00043451,2190000000.0,2301.441817,0.75,F
0.49,3.885,3.71,1.55,15.52,0.00043451,-1.0,2301.441817,0.74,F
0.57,3.854,3.71,1.49,15.52,0.00043451,555000000.0,2301.441817,0.74,F
0.82,3.782,3.74,1.33,15.55,0.00043451,2580000000.0,2301.441817,0.75,F
0.55,3.862,3.74,1.5,15.55,0.00043451,365000000.0,2301.441817,0.73,F
0.53,3.869,3.74,1.51,15.55,0.00043451,179000000.0,2301.441817,0.73,F
0.58,3.85,3.75,1.48,15.56,0.00043451,610000000.0,2301.441817,0.72,F
0.91,3.761,3.76,1.33,15.57,0.00043451,2620000000.0,2301.441817,0.75,G
0.88,3.768,3.77,1.33,15.58,0.00043451,2650000000.0,2301.441817,0.75,G
0.92,3.759,3.77,1.33,15.58,0.00043451,2650000000.0,2301.441817,0.75,G
0.88,3.768,3.77,1.33,15.58,0.00043451,2650000000.0,2301.441817,0.75,G
0.48,3.888,3.77,1.54,15.58,0.00043451,-1.0,2301.441817,0.72,F
0.53,3.869,3.78,1.5,15.59,0.00043451,117000000.0,2301.441817,0.71,F
0.48,3.888,3.78,1.54,15.59,0.00043451,-1.0,2301.441817,0.71,F
0.82,3.782,3.78,1.31,15.59,0.00043451,2680000000.0,2301.441817,0.73,F
0.87,3.77,3.79,1.32,15.6,0.00043451,2700000000.0,2301.441817,0.74,G
0.6,3.844,3.79,1.46,15.6,0.00043451,728000000.0,2301.441817,0.71,F
0.49,3.885,3.79,1.53,15.6,0.00043451,-1.0,2301.441817,0.71,F
0.62,3.837,3.8,1.45,15.61,0.00043451,849000000.0,2301.441817,0.7,F
0.57,3.854,3.8,1.47,15.61,0.00043451,495000000.0,2301.441817,0.7,F
0.59,3.847,3.81,1.46,15.62,0.00043451,643000000.0,2301.441817,0.7,F
0.56,3.858,3.81,1.47,15.62,0.00043451,386000000.0,2301.441817,0.7,F
0.7,3.813,3.81,1.44,15.62,0.00043451,1340000000.0,2301.441817,0.71,F
0.7,3.813,3.81,1.4,15.62,0.00043451,1640000000.0,2301.441817,0.71,F
0.7,3.813,3.81,1.33,15.62,0.00043451,2260000000.0,2301.441817,0.71,F
0.8,3.786,3.81,1.3,15.62,0.00043451,2720000000.0,2301.441817,0.72,F
0.78,3.791,3.82,1.3,15.63,0.00043451,2690000000.0,2301.441817,0.71,F
0.78,3.791,3.82,1.3,15.63,0.00043451,2690000000.0,2301.441817,0.71,F
0.6,3.844,3.82,1.45,15.63,0.00043451,711000000.0,2301.441817,0.69,F
0.66,3.825,3.82,1.44,15.63,0.00043451,1090000000.0,2301.441817,0.7,F
0.71,3.809,3.83,1.43,15.64,0.00043451,1420000000.0,2301.441817,0.7,F
0.71,3.809,3.83,1.4,15.64,0.00043451,1620000000.0,2301.441817,0.7,F
0.71,3.809,3.83,1.32,15.64,0.00043451,2370000000.0,2301.441817,0.7,F
0.73,3.803,3.84,1.31,15.65,0.00043451,2500000000.0,2301.441817,0.7,F
0.44,3.905,3.84,1.56,15.65,0.00043451,-1.0,2301.441817,0.7,F
0.81,3.784,3.84,1.3,15.65,0.00043451,2800000000.0,2301.441817,0.71,F
0.37,3.936,3.84,1.63,15.65,0.00043451,-1.0,2301.441817,0.72,F
0.68,3.819,3.85,1.43,15.66,0.00043451,1220000000.0,2301.441817,0.69,F
0.68,3.819,3.85,1.35,15.66,0.00043451,1940000000.0,2301.441817,0.69,F
0.68,3.819,3.85,1.33,15.66,0.00043451,2110000000.0,2301.441817,0.69,F
0.51,3.877,3.85,1.5,15.66,0.00043451,-1.0,2301.441817,0.68,F
0.84,3.777,3.85,1.29,15.66,0.00043451,2860000000.0,2301.441817,0.71,G
0.51,3.877,3.85,1.5,15.66,0.00043451,-1.0,2301.441817,0.68,F
0.57,3.854,3.85,1.45,15.66,0.00043451,448000000.0,2301.441817,0.68,F
0.67,3.822,3.85,1.43,15.66,0.00043451,1160000000.0,2301.441817,0.69,F
0.59,3.847,3.86,1.44,15.67,0.00043451,608000000.0,2301.441817,0.68,F
0.54,3.865,3.86,1.48,15.67,0.00043451,104000000.0,2301.441817,0.68,F
0.72,3.806,3.87,1.41,15.68,0.00043451,1520000000.0,2301.441817,0.69,F
0.72,3.806,3.87,1.39,15.68,0.00043451,1660000000.0,2301.441817,0.69,F
0.72,3.806,3.87,1.3,15.68,0.00043451,2490000000.0,2301.441817,0.69,F
1.03,3.734,3.87,1.33,15.68,0.00043451,2730000000.0,2301.441817,0.74,K
0.5,3.881,3.88,1.5,15.69,0.00043451,-1.0,2301.441817,0.67,F
0.52,3.873,3.88,1.49,15.69,0.00043451,-1.0,2301.441817,0.67,F
0.63,3.834,3.88,1.43,15.69,0.00043451,894000000.0,2301.441817,0.67,F
1.01,3.739,3.88,1.31,15.69,0.00043451,2860000000.0,2301.441817,0.73,K
0.78,3.791,3.89,1.28,15.7,0.00043451,2810000000.0,2301.441817,0.69,F
0.72,3.806,3.9,1.4,15.71,0.00043451,1530000000.0,2301.441817,0.67,F
0.72,3.806,3.9,1.38,15.71,0.00043451,1760000000.0,2301.441817,0.67,F
0.72,3.806,3.9,1.3,15.71,0.00043451,2530000000.0,2301.441817,0.67,F
0.65,3.828,3.9,1.42,15.71,0.00043451,1030000000.0,2301.441817,0.67,F
0.61,3.841,3.9,1.43,15.71,0.00043451,737000000.0,2301.441817,0.66,F
0.49,3.885,3.91,1.5,15.72,0.00043451,-1.0,2301.441817,0.66,F
0.6,3.844,3.92,1.42,15.73,0.00043451,640000000.0,2301.441817,0.65,F
0.69,3.816,3.92,1.4,15.73,0.00043451,1310000000.0,2301.441817,0.66,F
0.69,3.816,3.92,1.32,15.73,0.00043451,2100000000.0,2301.441817,0.66,F
0.69,3.816,3.92,1.31,15.73,0.00043451,2250000000.0,2301.441817,0.66,F
0.69,3.816,3.92,1.4,15.73,0.00043451,1310000000.0,2301.441817,0.66,F
0.69,3.816,3.92,1.32,15.73,0.00043451,2100000000.0,2301.441817,0.66,F
0.69,3.816,3.92,1.31,15.73,0.00043451,2250000000.0,2301.441817,0.66,F
0.73,3.803,3.93,1.39,15.74,0.00043451,1640000000.0,2301.441817,0.66,F
0.73,3.803,3.93,1.37,15.74,0.00043451,1780000000.0,2301.441817,0.66,F
0.73,3.803,3.93,1.28,15.74,0.00043451,2640000000.0,2301.441817,0.66,F
0.43,3.909,3.93,1.55,15.74,0.00043451,-1.0,2301.441817,0.66,F
0.55,3.862,3.93,1.45,15.74,0.00043451,108000000.0,2301.441817,0.65,F
0.5,3.881,3.94,1.49,15.75,0.00043451,-1.0,2301.441817,0.65,F
0.59,3.847,3.94,1.42,15.75,0.00043451,542000000.0,2301.441817,0.65,F
0.59,3.847,3.95,1.42,15.76,0.00043451,533000000.0,2301.441817,0.64,F
0.52,3.873,3.95,1.47,15.76,0.00043451,-1.0,2301.441817,0.64,F
0.77,3.793,3.96,1.27,15.77,0.00043451,2890000000.0,2301.441817,0.66,F
0.61,3.841,3.96,1.41,15.77,0.00043451,691000000.0,2301.441817,0.64,F
0.58,3.85,3.97,1.42,15.78,0.00043451,402000000.0,2301.441817,0.63,F
0.53,3.869,3.97,1.46,15.78,0.00043451,-1.0,2301.441817,0.64,F
0.55,3.862,3.98,1.44,15.79,0.00043451,29600000.0,2301.441817,0.63,F
0.54,3.865,3.98,1.45,15.79,0.00043451,-1.0,2301.441817,0.63,F
0.54,3.865,3.98,1.45,15.79,0.00043451,-1.0,2301.441817,0.63,F
0.92,3.759,3.99,1.26,15.8,0.00043451,3260000000.0,2301.441817,0.66,G
0.53,3.869,3.99,1.46,15.8,0.00043451,-1.0,2301.441817,0.63,F
0.59,3.847,4.0,1.41,15.81,0.00043451,468000000.0,2301.441817,0.62,F
0.55,3.862,4.0,1.44,15.81,0.00043451,-1.0,2301.441817,0.62,F
0.79,3.789,4.0,1.25,15.81,0.00043451,3060000000.0,2301.441817,0.64,F
0.5,3.881,4.0,1.48,15.81,0.00043451,-1.0,2301.441817,0.62,F
0.88,3.768,4.01,1.25,15.82,0.00043451,3310000000.0,2301.441817,0.65,G
0.89,3.766,4.01,1.25,15.82,0.00043451,3320000000.0,2301.441817,0.65,G
0.57,3.854,4.02,1.42,15.83,0.00043451,199000000.0,2301.441817,0.61,F
0.81,3.784,4.03,1.24,15.84,0.00043451,3220000000.0,2301.441817,0.63,F
0.52,3.873,4.05,1.45,15.86,0.00043451,-1.0,2301.441817,0.6,F
0.95,3.752,4.05,1.24,15.86,0.00043451,3460000000.0,2301.441817,0.64,K
0.81,3.784,4.05,1.24,15.86,0.00043451,3260000000.0,2301.441817,0.62,F
0.91,3.761,4.05,1.24,15.86,0.00043451,3450000000.0,2301.441817,0.64,G
0.51,3.877,4.05,1.46,15.86,0.00043451,-1.0,2301.441817,0.6,F
0.91,3.761,4.06,1.23,15.87,0.00043451,3480000000.0,2301.441817,0.63,G
0.55,3.862,4.06,1.43,15.87,0.00043451,-1.0,2301.441817,0.6,F
0.62,3.837,4.06,1.38,15.87,0.00043451,691000000.0,2301.441817,0.6,F
0.78,3.791,4.06,1.24,15.87,0.00043451,3130000000.0,2301.441817,0.62,F
0.83,3.78,4.06,1.23,15.87,0.00043451,3380000000.0,2301.441817,0.62,F
0.63,3.834,4.07,1.37,15.88,0.00043451,777000000.0,2301.441817,0.6,F
0.67,3.822,4.07,1.36,15.88,0.00043451,1150000000.0,2301.441817,0.6,F
0.91,3.761,4.08,1.23,15.89,0.00043451,3540000000.0,2301.441817,0.63,G
0.88,3.768,4.08,1.22,15.89,0.00043451,3530000000.0,2301.441817,0.62,G
0.64,3.831,4.09,1.37,15.9,0.00043451,857000000.0,2301.441817,0.59,F
0.65,3.828,4.09,1.36,15.9,0.00043451,960000000.0,2301.441817,0.59,F
0.72,3.806,4.09,1.34,15.9,0.00043451,1600000000.0,2301.441817,0.6,F
0.72,3.806,4.09,1.27,15.9,0.00043451,2490000000.0,2301.441817,0.6,F
0.72,3.806,4.09,1.26,15.9,0.00043451,2690000000.0,2301.441817,0.6,F
0.63,3.834,4.1,1.37,15.91,0.00043451,747000000.0,2301.441817,0.58,F
0.76,3.795,4.12,1.32,15.93,0.00043451,1990000000.0,2301.441817,0.59,F
0.76,3.795,4.12,1.3,15.93,0.00043451,2250000000.0,2301.441817,0.59,F
0.76,3.795,4.12,1.23,15.93,0.00043451,3130000000.0,2301.441817,0.59,F
0.72,3.806,4.12,1.33,15.93,0.00043451,1610000000.0,2301.441817,0.59,F
0.72,3.806,4.12,1.26,15.93,0.00043451,2620000000.0,2301.441817,0.59,F
0.72,3.806,4.12,1.25,15.93,0.00043451,2710000000.0,2301.441817,0.59,F
0.66,3.825,4.12,1.35,15.93,0.00043451,1030000000.0,2301.441817,0.58,F
0.85,3.775,4.12,1.21,15.93,0.00043451,3590000000.0,2301.441817,0.6,G
0.92,3.759,4.14,1.21,15.95,0.00043451,3750000000.0,2301.441817,0.6,G
0.65,3.828,4.14,1.35,15.95,0.00043451,915000000.0,2301.441817,0.57,F
0.67,3.822,4.15,1.34,15.96,0.00043451,1110000000.0,2301.441817,0.57,F
0.96,3.75,4.16,1.2,15.97,0.00043451,3840000000.0,2301.441817,0.6,K
0.77,3.793,4.17,1.3,15.98,0.00043451,2110000000.0,2301.441817,0.57,F
0.77,3.793,4.17,1.28,15.98,0.00043451,2390000000.0,2301.441817,0.57,F
0.77,3.793,4.17,1.21,15.98,0.00043451,3280000000.0,2301.441817,0.57,F
0.85,3.775,4.18,1.19,15.99,0.00043451,3760000000.0,2301.441817,0.58,G
0.67,3.822,4.18,1.33,15.99,0.00043451,1090000000.0,2301.441817,0.56,F
0.74,3.8,4.18,1.31,15.99,0.00043451,1840000000.0,2301.441817,0.56,F
0.74,3.8,4.18,1.25,15.99,0.00043451,2680000000.0,2301.441817,0.56,F
0.74,3.8,4.18,1.23,15.99,0.00043451,3010000000.0,2301.441817,0.56,F
0.57,3.854,4.21,1.38,16.02,0.00043451,-1.0,2301.441817,0.54,F
0.67,3.822,4.21,1.32,16.02,0.00043451,1070000000.0,2301.441817,0.55,F
0.71,3.809,4.21,1.31,16.02,0.00043451,1510000000.0,2301.441817,0.55,F
0.78,3.791,4.22,1.28,16.03,0.00043451,2230000000.0,2301.441817,0.55,F
0.78,3.791,4.22,1.26,16.03,0.00043451,2520000000.0,2301.441817,0.55,F
0.78,3.791,4.22,1.2,16.03,0.00043451,3430000000.0,2301.441817,0.55,F
0.98,3.745,4.22,1.19,16.03,0.00043451,4050000000.0,2301.441817,0.58,K
0.81,3.784,4.23,1.19,16.04,0.00043451,3640000000.0,2301.441817,0.55,F
0.73,3.803,4.23,1.3,16.04,0.00043451,1730000000.0,2301.441817,0.54,F
0.79,3.789,4.23,1.28,16.04,0.00043451,2340000000.0,2301.441817,0.55,F
0.79,3.789,4.23,1.27,16.04,0.00043451,2490000000.0,2301.441817,0.55,F
0.79,3.789,4.23,1.19,16.04,0.00043451,3520000000.0,2301.441817,0.55,F
0.79,3.789,4.23,1.28,16.04,0.00043451,2340000000.0,2301.441817,0.55,F
0.79,3.789,4.23,1.27,16.04,0.00043451,2490000000.0,2301.441817,0.55,F
0.79,3.789,4.23,1.19,16.04,0.00043451,3520000000.0,2301.441817,0.55,F
0.58,3.85,4.24,1.37,16.05,0.00043451,-1.0,2301.441817,0.52,F
0.5,3.881,4.24,1.43,16.05,0.00043451,-1.0,2301.441817,0.53,F
0.71,3.809,4.24,1.3,16.05,0.00043451,1500000000.0,2301.441817,0.54,F
0.83,3.78,4.24,1.18,16.05,0.00043451,3790000000.0,2301.441817,0.55,F
0.66,3.825,4.25,1.32,16.06,0.00043451,910000000.0,2301.441817,0.53,F
0.7,3.813,4.25,1.3,16.06,0.00043451,1380000000.0,2301.441817,0.53,F
1.04,3.732,4.25,1.19,16.06,0.00043451,4110000000.0,2301.441817,0.59,K
